,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-28886941.8275,-1941478.310949,-12634242.845598,-113305835.6125
Tax Rate For Calcs,0.25,0.207882,0.177131,0.25
Normalized EBITDA,312614459.42,513841129.29,452830343.77,251241658.64
Total Unusual Items,-115547767.31,-9339343.05,-71326981.36,-453223342.45
Total Unusual Items Excluding Goodwill,-115547767.31,-9339343.05,-71326981.36,-453223342.45
Net Income From Continuing Operation Net Minority Interest,77326799.19,236759151.47,125453081.0,-609923520.65
Reconciled Depreciation,90642171.12,110698623.66,117506402.29,194915122.89
Reconciled Cost Of Revenue,2318353878.08,2598955108.91,2675250018.73,2555612458.62
EBITDA,197066692.11,504501786.24,381503362.41,-201981683.81
EBIT,106424520.99,393803162.58,263996960.12,-396896806.7
Net Interest Income,-69543699.36,-72830721.08,-89594517.99,-174392216.4
Interest Expense,78660216.84,94386300.32,109452512.94,184859251.01
Interest Income,11548887.71,24074743.51,23597618.36,13560994.61
Normalized Income,163987624.6725,244157016.209051,184145819.514402,-270006013.8125
Net Income From Continuing And Discontinued Operation,77326799.19,236759151.47,125453081.0,-609923520.65
Total Expenses,2705781494.47,3022994824.81,3096972301.42,3055737358.41
Total Operating Income As Reported,28328337.29,314921797.05,145432155.97,-571630795.45
Diluted Average Shares,1229360877.0,1229917670.0,1238431204.0,1250355721.0
Basic Average Shares,1229360877.0,1229917670.0,1238431204.0,1250355721.0
Diluted EPS,0.0629,0.1925,0.1013,-0.4878
Basic EPS,0.0629,0.1925,0.1013,-0.4878
Net Income Common Stockholders,77326799.19,236759151.47,125453081.0,-609923520.65
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,77326799.19,236759151.47,125453081.0,-609923520.65
Minority Interests,1347734.97,-414430.84,-1716703.2,211331.98
Net Income Including Noncontrolling Interests,75979064.22,237173582.31,127169784.2,-610134852.63
Net Income Continuous Operations,75979064.22,237173582.31,127169784.2,-610134852.63
Tax Provision,-48214760.07,62243279.95,27374662.98,28378794.92
Pretax Income,27764304.15,299416862.26,154544447.18,-581756057.71
Other Non Operating Income Expenses,-18003404.27,-33760628.31,-9983904.63,-27064246.85
Special Income Charges,-112353570.08,-94522393.29,69229052.32,-413147614.96
Other Special Charges,-54178.17,-2119658.88,-138812608.22,-149054402.04
Write Off,12709994.55,32558256.23,20255353.26,134083597.44
Impairment Of Capital Assets,99697753.7,64083795.94,49328202.64,428118419.56
Net Non Operating Interest Income Expense,-69543699.36,-72830721.08,-89594517.99,-174392216.4
Total Other Finance Cost,2432370.23,2519164.27,3739623.41,3093960.0
Interest Expense Non Operating,78660216.84,94386300.32,109452512.94,184859251.01
Interest Income Non Operating,11548887.71,24074743.51,23597618.36,13560994.61
Operating Income,209310238.39,325932010.47,218909168.88,-78474174.22
Operating Expense,387427616.39,424039715.9,421722282.69,500124899.79
Other Operating Expenses,16063479.39,18526555.72,17916357.13,25469161.62
Depreciation And Amortization In Income Statement,38892517.34,43710022.29,48996409.19,105054185.89
Amortization,4483442.11,4821186.03,4768891.98,10421056.03
Depreciation Income Statement,34409075.23,38888836.26,44227517.21,94633129.86
Research And Development,131458571.07,163886699.99,168156655.3,187046976.89
Selling General And Administration,132944125.77,155575102.8,108456646.22,137152197.03
Selling And Marketing Expense,73548974.45,80256547.22,54830296.97,69954864.24
General And Administrative Expense,59395151.32,75318555.58,53626349.25,67197332.79
Gross Profit,596737854.78,749971726.37,640631451.57,421650725.57
Cost Of Revenue,2318353878.08,2598955108.91,2675250018.73,2555612458.62
Total Revenue,2915091732.86,3348926835.28,3315881470.3,2977263184.19
Operating Revenue,2915091732.86,3348926835.28,3315881470.3,2977263184.19
