,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,83903904.45,242079600.8,118554466.01,-75152091.88
Repayment Of Debt,-2639655000.0,-2397735000.0,-3345305095.21,-5022528274.89
Issuance Of Debt,2455655000.0,2057685000.0,3370835000.0,4116014919.3
Capital Expenditure,-32353589.57,-31956091.65,-31523714.5,-101047800.77
End Cash Position,212048443.33,376898515.66,288003357.87,176375699.97
Beginning Cash Position,376898515.66,288003357.87,176375699.97,602826953.77
Effect Of Exchange Rate Changes,-159731.27,-376739.81,-1009470.24,-303779.36
Changes In Cash,-164690341.06,89271897.6,112637128.14,-426147474.44
Financing Cash Flow,-289320508.53,-314790826.4,-468214674.7,-1417289797.94
Net Other Financing Charges,-26469203.06,120158602.75,-376103411.31,-285820651.42
Cash Dividends Paid,-78851305.47,-94899429.15,-117641168.18,-224955790.93
Net Issuance Payments Of Debt,-184000000.0,-340050000.0,25529904.79,-906513355.59
Net Long Term Debt Issuance,-184000000.0,-340050000.0,25529904.79,-906513355.59
Long Term Debt Payments,-2639655000.0,-2397735000.0,-3345305095.21,-5022528274.89
Long Term Debt Issuance,2455655000.0,2057685000.0,3370835000.0,4116014919.3
Investing Cash Flow,8372673.45,130027031.55,430773622.33,965246614.61
Net Other Investing Changes,10388031.83,-63634750.5,-42600610.47,-4445423.14
Net Investment Purchase And Sale,-42928153.28,58517622.58,205918078.0,143685678.52
Sale Of Investment,34991846.72,136309113.68,242388078.0,143685678.52
Purchase Of Investment,-77920000.0,-77791491.1,-36470000.0,
Net Business Purchase And Sale,71183000.0,105163194.0,51780000.0,371317.66
Sale Of Business,71183000.0,105163194.0,51780000.0,371317.66
Net PPE Purchase And Sale,-30270205.1,29980965.47,215676154.8,825635041.57
Sale Of PPE,2083384.47,61937057.12,247199869.3,926682842.34
Purchase Of PPE,-32353589.57,-31956091.65,-31523714.5,-101047800.77
Operating Cash Flow,116257494.02,274035692.45,150078180.51,25895708.89
Change In Working Capital,-74711163.24,-79246144.78,-118000774.81,23005121.78
Change In Other Current Assets,-54090628.07,47234411.71,1144378.78,24145155.39
Change In Payable,-344316503.27,209308469.71,789775812.44,59786258.81
Change In Inventory,94581319.83,52993682.12,63024481.14,22110501.79
Change In Receivables,229114648.27,-388782708.32,-971945447.17,-83036794.21
Other Non Cash Items,85549192.12,111343328.51,121246620.29,203347191.19
Depreciation And Amortization,90642171.12,110698623.66,117506402.29,194915122.89
Amortization Cash Flow,9386487.82,9849042.98,10556787.78,32206834.2
Depreciation,81255683.3,100849580.68,106949614.51,162708288.69
Gain Loss On Investment Securities,-18371784.92,-174975334.28,28017981.16,-110311750.94
Gain Loss On Sale Of PPE,70860.3,-2073498.08,-137373108.39,-148985847.04
Net Income From Continuing Operations,75979064.22,237173582.31,127169784.2,-610134852.63
Cash Flowsfromusedin Operating Activities Direct,116257494.02,274035692.45,150078180.51,25895708.89
Taxes Refund Paid Direct,-96133846.68,-118554725.03,-70023113.35,-91043673.06
Classesof Cash Payments,-3091433112.47,-3274062816.64,-3393399209.0,-3168214790.17
Other Cash Paymentsfrom Operating Activities,-175791316.22,-314309739.09,-239408885.34,-203000960.11
Paymentson Behalfof Employees,-232946443.81,-244762455.71,-249259691.92,-308652021.64
Paymentsto Suppliersfor Goodsand Services,-2682695352.44,-2714990621.84,-2904730631.74,-2656561808.42
Classesof Cash Receiptsfrom Operating Activities,3303824453.17,3666653234.12,3613500502.86,3285154172.12
Other Cash Receiptsfrom Operating Activities,61641428.3,53654560.32,31028022.85,97187399.1
Receiptsfrom Customers,3242183024.87,3612998673.8,3582472480.01,3187966773.02
