,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,5347523116.18,5871912525.61,3898741677.58,3129895144.65
Repayment Of Debt,-17063610983.02,-21208970783.82,-7661766310.38,-20505842515.51
Issuance Of Debt,16918068726.65,22084618910.87,11688542379.54,22806581430.18
Capital Expenditure,-1163767197.13,-1248860833.9,-538879596.42,-748157613.76
End Cash Position,10018285153.8,9187765027.41,8901380222.67,4336433558.28
Beginning Cash Position,9187765027.41,8901380222.67,4336433558.28,6352095028.92
Effect Of Exchange Rate Changes,-12924068.81,16930754.73,7787848.57,24563205.81
Changes In Cash,843444195.2,269454050.01,4557158815.82,-2040224676.45
Financing Cash Flow,-5695461733.08,-5163241695.32,-285087426.42,-1728856133.3
Net Other Financing Charges,-290908168.07,283910433.89,-24541537.25,-24236183.03
Cash Dividends Paid,-4490572203.53,-5560692976.55,-3932967557.08,-3451417734.32
Net Issuance Payments Of Debt,-145542256.37,875648127.05,4026776069.16,2300738914.67
Net Long Term Debt Issuance,-145542256.37,875648127.05,4026776069.16,2300738914.67
Long Term Debt Payments,-17063610983.02,-21208970783.82,-7661766310.38,-20505842515.51
Long Term Debt Issuance,16918068726.65,22084618910.87,11688542379.54,22806581430.18
Investing Cash Flow,27615614.97,-1688077614.18,404624968.24,-4189421301.56
Net Other Investing Changes,-24071.7,699812591.2,931621524.03,21006104.85
Net Investment Purchase And Sale,1184208332.4,706431689.97,10751410.41,558343611.48
Sale Of Investment,3101745232.79,2543865702.78,2225094872.8,2131549201.85
Purchase Of Investment,-1917536900.39,-1837434012.81,-2214343462.39,-1573205590.37
Net Business Purchase And Sale,,-1856366797.26,,-4075688074.7
Sale Of Business,,2569018302.2,,
Purchase Of Business,,-4425385099.46,,-4075688074.7
Net PPE Purchase And Sale,-1156568645.73,-1237955098.09,-537747966.2,-693082943.19
Sale Of PPE,7198551.4,10905735.81,1131630.22,55074670.57
Purchase Of PPE,-1163767197.13,-1248860833.9,-538879596.42,-748157613.76
Operating Cash Flow,6511290313.31,7120773359.51,4437621274.0,3878052758.41
Change In Working Capital,-201905723.92,-272129822.85,-781620963.68,-794979355.28
Change In Other Current Assets,-120552801.39,-1257465286.34,-112032731.89,-57501945.47
Change In Payable,195613944.55,1066926136.85,-180402768.24,-1216543709.26
Change In Inventory,72289146.87,28780672.86,-70219625.67,-91589139.95
Change In Receivables,-349256013.95,-110371346.22,-418965837.88,570655439.4
Other Non Cash Items,1754724747.65,2145013158.8,1551359726.97,1347513351.11
Depreciation And Amortization,3933586570.55,4011450542.75,2325179609.92,1793688979.02
Amortization Cash Flow,3647202762.64,3626446665.4,2007304195.6,1523225973.03
Depreciation,286383807.91,385003877.35,317875414.32,270463005.99
Gain Loss On Investment Securities,-4453369026.77,-4998158538.55,-5988223088.2,-3517381107.96
Gain Loss On Sale Of PPE,-1555022.63,-9708800.37,-500839.78,-286122109.52
Net Income From Continuing Operations,5106771802.61,5936140410.85,7216133359.43,5252840524.48
Cash Flowsfromusedin Operating Activities Direct,6511290313.31,7120773359.51,4437621274.0,3878052758.41
Taxes Refund Paid Direct,-1168517104.25,-1224222931.68,-813142132.68,-942601867.46
Classesof Cash Payments,-5702642787.54,-5672310769.99,-5366364940.39,-4729417654.36
Other Cash Paymentsfrom Operating Activities,-1407485996.92,-1446657104.47,-1236825201.07,-1016090484.48
Paymentson Behalfof Employees,-1779510703.87,-1650897001.19,-1610075007.77,-1455996845.73
Paymentsto Suppliersfor Goodsand Services,-2515646086.75,-2574756664.33,-2519464731.55,-2257330324.15
Classesof Cash Receiptsfrom Operating Activities,13382450205.1,14017307061.18,10617128347.07,9550072280.23
Other Cash Receiptsfrom Operating Activities,1305421094.62,1325545548.54,1315417503.97,1078356813.06
Receiptsfrom Customers,12077029110.48,12691761512.64,9301710843.1,8471715467.17
