,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-35001381.178445,-22398375.426405,-5865176.170776,13119500.753683
Tax Rate For Calcs,0.094575,0.075108,0.051072,0.06415
Normalized EBITDA,11489934352.42,12568328300.54,11359679816.75,8369211421.73
Total Unusual Items,-370090945.38,-298216518.48,-114840611.32,204512590.26
Total Unusual Items Excluding Goodwill,-370090945.38,-298216518.48,-114840611.32,204512590.26
Net Income From Continuing Operation Net Minority Interest,4610171908.56,5322235002.26,6766648808.34,4861499347.71
Reconciled Depreciation,3933586570.55,4011450542.75,2325179609.92,1793688979.02
Reconciled Cost Of Revenue,9375361473.67,8378269809.08,6134765286.55,5388474867.46
EBITDA,11119843407.04,12270111782.06,11244839205.43,8573724011.99
EBIT,7186256836.49,8258661239.31,8919659595.51,6780035032.97
Net Interest Income,-1454885816.36,-1728951014.77,-1076218648.58,-919084032.59
Interest Expense,1546063269.82,1840464426.97,1315146108.33,1167125890.56
Interest Income,108493432.67,127341616.21,259538025.82,252345747.6
Normalized Income,4945261472.761555,5598053145.313595,6875624243.489224,4670106258.203683
Net Income From Continuing And Discontinued Operation,4610171908.56,5322235002.26,6766648808.34,4861499347.71
Total Expenses,10423408002.61,9308675675.6,6969730261.54,6145506161.85
Total Operating Income As Reported,5560740871.32,6382297996.46,7566909354.65,4965620309.51
Diluted Average Shares,,7002940792.0,6823970158.0,6875264245.0
Basic Average Shares,,6929091267.0,6412061791.0,6457889675.0
Diluted EPS,,0.76,0.9916,0.7071
Basic EPS,,0.7681,1.0553,0.7528
Net Income Common Stockholders,4610171908.56,5322235002.26,6766648808.34,4861499347.71
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4610171908.56,5322235002.26,6766648808.34,4861499347.71
Minority Interests,-496599894.05,-613905408.59,-449484551.09,-391341176.77
Net Income Including Noncontrolling Interests,5106771802.61,5936140410.85,7216133359.43,5252840524.48
Net Income Continuous Operations,5106771802.61,5936140410.85,7216133359.43,5252840524.48
Tax Provision,533421764.06,482056401.49,388380127.75,360068617.93
Pretax Income,5640193566.67,6418196812.34,7604513487.18,5612909142.41
Other Non Operating Income Expenses,79452695.35,35898815.88,37604132.53,701898832.9
Special Income Charges,-370090945.38,-298216518.48,-114840611.32,204512590.26
Other Special Charges,-2946020.44,-9949890.4,-452858.02,-287005066.82
Write Off,129086914.55,116892762.77,47824170.45,67602840.38
Impairment Of Capital Assets,243950051.27,191273646.11,67469298.89,14889636.18
Net Non Operating Interest Income Expense,-1454885816.36,-1728951014.77,-1076218648.58,-919084032.59
Total Other Finance Cost,17315979.21,15828204.01,20610566.07,4303889.63
Interest Expense Non Operating,1546063269.82,1840464426.97,1315146108.33,1167125890.56
Interest Income Non Operating,108493432.67,127341616.21,259538025.82,252345747.6
Operating Income,2937073920.94,3402328373.93,2761624746.71,2151583845.41
Operating Expense,1048046528.94,930405866.52,834964974.99,757031294.39
Other Operating Expenses,94174018.55,79682379.42,64865898.17,51152836.97
Depreciation And Amortization In Income Statement,64433302.28,64251837.15,69764902.34,29144280.12
Depreciation Income Statement,64433302.28,64251837.15,69764902.34,29144280.12
Research And Development,174944548.78,187022550.79,188612412.75,195723074.99
Selling General And Administration,127561854.24,147497775.4,146402750.99,123402078.79
Selling And Marketing Expense,16708535.6,19689898.94,26326554.74,21063539.14
General And Administrative Expense,110853318.64,127807876.46,120076196.25,102338539.65
Gross Profit,3985120449.88,4332734240.45,3596589721.7,2908615139.8
Cost Of Revenue,9375361473.67,8378269809.08,6134765286.55,5388474867.46
Total Revenue,13360481923.55,12711004049.53,9731355008.25,8297090007.26
Operating Revenue,13360481923.55,12711004049.53,9731355008.25,8297090007.26
