,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,48360295.24,-49909782.41,241266125.24,26123134.64
Repayment Of Debt,-894775.39,-861.91,-45.11,-66096815.77
Issuance Of Debt,,,456010000.0,65000000.0
Capital Expenditure,-38320481.7,-81475427.82,-160141788.38,-121831752.76
End Cash Position,515258903.51,394704851.18,833716648.77,327391047.74
Beginning Cash Position,394704851.18,833716648.77,327391047.74,247611463.79
Effect Of Exchange Rate Changes,-342207.67,2195272.77,-1009271.32,2819254.43
Changes In Cash,120896260.0,-441207070.36,507334872.35,76960329.52
Financing Cash Flow,-158878141.39,264761869.89,411577772.32,-101280118.94
Net Other Financing Charges,-119377333.76,296910586.37,-13726737.6,-59170839.78
Cash Dividends Paid,-38606032.24,-32147854.57,-30705444.97,-36202413.39
Net Issuance Payments Of Debt,-894775.39,-861.91,456009954.89,-1096815.77
Net Long Term Debt Issuance,-894775.39,-861.91,456009954.89,-1096815.77
Long Term Debt Payments,-894775.39,-861.91,-45.11,-66096815.77
Long Term Debt Issuance,,,456010000.0,65000000.0
Investing Cash Flow,193093624.45,-737534585.66,-305650813.59,30285561.06
Net Other Investing Changes,,-31081039.29,2500000.0,
Net Investment Purchase And Sale,231122273.14,-627364816.09,-148898590.72,151464462.5
Sale Of Investment,4009816910.55,2878388540.94,158920970.92,791464462.5
Purchase Of Investment,-3778694637.41,-3505753357.03,-307819561.64,-640000000.0
Net Business Purchase And Sale,,,,
Purchase Of Business,,,,
Net PPE Purchase And Sale,-38028648.69,-79088730.28,-159252222.87,-121178901.44
Sale Of PPE,291833.01,2386697.54,889565.51,652851.32
Purchase Of PPE,-38320481.7,-81475427.82,-160141788.38,-121831752.76
Operating Cash Flow,86680776.94,31565645.41,401407913.62,147954887.4
Change In Working Capital,-185739396.9,-234683138.46,86086066.25,-51355136.2
Change In Other Current Assets,-1522737.45,-7336764.39,-7301290.85,-6436072.37
Change In Payable,70175095.77,-265524355.34,274678128.59,545516876.99
Change In Inventory,-14945170.28,-16596348.27,33556304.86,-130007492.61
Change In Receivables,-239446584.94,54774329.54,-214847076.35,-460428448.21
Other Non Cash Items,7405338.64,31728162.22,14871472.84,3290199.76
Depreciation And Amortization,55618494.19,57299683.22,51846192.19,46069053.1
Amortization Cash Flow,3516680.48,3251900.19,4324262.36,3632717.78
Depreciation,52101813.71,54047783.03,47521929.83,42436335.32
Gain Loss On Investment Securities,-20013137.13,-13822663.22,2719440.85,-3829550.53
Gain Loss On Sale Of PPE,1655681.38,8777054.02,-65619.73,168458.78
Net Income From Continuing Operations,201193021.51,147040476.32,212916253.48,123321094.26
Cash Flowsfromusedin Operating Activities Direct,86680776.94,31565645.41,401407913.62,147954887.4
Taxes Refund Paid Direct,-84501446.28,-79119700.56,-43752176.41,-22396396.3
Classesof Cash Payments,-1499018852.1,-2083388308.28,-1814466304.79,-1099001919.43
Other Cash Paymentsfrom Operating Activities,-32958041.8,-43801329.24,-143642550.69,-92499320.69
Paymentson Behalfof Employees,-185733167.4,-205531416.83,-166172747.25,-143351390.33
Paymentsto Suppliersfor Goodsand Services,-1280327642.9,-1834055562.21,-1504651006.85,-863151208.41
Classesof Cash Receiptsfrom Operating Activities,1670201075.32,2194073654.25,2259626394.82,1269353203.13
Other Cash Receiptsfrom Operating Activities,19086482.14,38450227.01,143246607.85,99910903.14
Receiptsfrom Customers,1651114593.18,2155623427.24,2116379786.97,1169442299.99
