,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-22168769.665187,-40261583.821257,-10985157.395257,-48580881.596858
Tax Rate For Calcs,0.073643,0.087799,0.04768,0.071248
Normalized EBITDA,3600230779.3,3564782402.5,4255206364.21,4228155504.27
Total Unusual Items,-301032055.8,-458563888.92,-230394925.13,-681853052.74
Total Unusual Items Excluding Goodwill,-301032055.8,-458563888.92,-230394925.13,-681853052.74
Net Income From Continuing Operation Net Minority Interest,1067323487.88,1040725755.41,1886420594.77,1351113574.74
Reconciled Depreciation,1569704298.83,1527126091.73,1487791205.57,1436494468.37
Reconciled Cost Of Revenue,17262730792.95,17150922200.03,20453580388.39,19744071776.25
EBITDA,3299198723.5,3106218513.58,4024811439.08,3546302451.53
EBIT,1729494424.67,1579092421.85,2537020233.51,2109807983.16
Net Interest Income,-200457514.13,-109190772.11,-105357889.75,-141959123.4
Interest Expense,280052792.14,270623318.74,280332607.47,182770302.98
Interest Income,94784624.59,181260635.64,197655126.41,30442585.03
Normalized Income,1346186774.014813,1459028060.508743,2105830362.504743,1984385745.883142
Net Income From Continuing And Discontinued Operation,1067323487.88,1040725755.41,1886420594.77,1351113574.74
Total Expenses,22369671295.65,22167311532.24,26603995880.18,25149798903.08
Rent Expense Supplemental,33788523.62,25811262.08,17166306.69,26999680.61
Total Operating Income As Reported,1477471340.16,1286376180.05,2229679477.28,1929616819.92
Diluted Average Shares,4836082863.0,4838334521.0,4316751933.0,3259622617.0
Basic Average Shares,4836082863.0,4838334521.0,4316751933.0,3259622617.0
Diluted EPS,0.2207,0.2151,0.437,0.4145
Basic EPS,0.2207,0.2151,0.437,0.4145
Net Income Common Stockholders,1067323487.88,1040725755.41,1886420594.77,1351113574.74
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1067323487.88,1040725755.41,1886420594.77,1351113574.74
Minority Interests,-275377559.8,-152860689.59,-262668876.71,-438625916.34
Net Income Including Noncontrolling Interests,1342701047.68,1193586445.0,2149089471.48,1789739491.08
Net Income Continuous Operations,1342701047.68,1193586445.0,2149089471.48,1789739491.08
Tax Provision,106740584.85,114882658.11,107598154.56,137298189.1
Pretax Income,1449441632.53,1308469103.11,2256687626.04,1927037680.18
Other Non Operating Income Expenses,-28029707.63,22092923.06,27008148.76,60193850.29
Special Income Charges,-300916948.39,-457728783.37,-226085412.32,-666346761.13
Other Special Charges,-92878358.24,324916.86,906208.75,-2517255.69
Write Off,246747633.35,283848184.17,59438486.73,320682210.88
Impairment Of Capital Assets,147047673.28,173555682.34,165740716.84,348181805.94
Net Non Operating Interest Income Expense,-200457514.13,-109190772.11,-105357889.75,-141959123.4
Total Other Finance Cost,15189346.58,19828089.01,22680408.69,-10368594.55
Interest Expense Non Operating,280052792.14,270623318.74,280332607.47,182770302.98
Interest Income Non Operating,94784624.59,181260635.64,197655126.41,30442585.03
Operating Income,1842289088.53,1712413619.39,2402925343.81,2572533785.7
Operating Expense,5106940502.7,5016389332.21,6150415491.79,5405727126.83
Other Operating Expenses,320154568.93,250464290.4,223825971.88,1775006362.61
Depreciation And Amortization In Income Statement,246819576.19,241700832.56,293712568.32,176389644.12
Amortization,,,,83899621.24
Depreciation Income Statement,246819576.19,241700832.56,293712568.32,92490022.88
Research And Development,2751251460.25,2744602707.0,3489055463.94,2745392051.86
Selling General And Administration,406398537.18,479646130.54,635832314.7,196315481.17
Selling And Marketing Expense,63850832.2,95197276.8,136553268.15,42378312.44
General And Administrative Expense,342547704.98,384448853.74,499279046.55,153937168.73
Rent And Landing Fees,33788523.62,25811262.08,17166306.69,26999680.61
Gross Profit,6949229591.23,6728802951.6,8553340835.6,7978260912.53
Cost Of Revenue,17262730792.95,17150922200.03,20453580388.39,19744071776.25
Total Revenue,24211960384.18,23879725151.63,29006921223.99,27722332688.78
Operating Revenue,24211960384.18,23879725151.63,29006921223.99,27722332688.78
