,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-14872187.0425,-998942.423866,-9343052.828218,-4561422.680274
Tax Rate For Calcs,0.25,0.064382,0.222469,0.140722
Normalized EBITDA,156162527.69,210464008.24,257020350.31,292546390.85
Total Unusual Items,-59488748.17,-15515943.81,-41997021.36,-32414351.79
Total Unusual Items Excluding Goodwill,-59488748.17,-15515943.81,-41997021.36,-32414351.79
Net Income From Continuing Operation Net Minority Interest,-63472073.66,39883176.39,66898617.98,155476936.73
Reconciled Depreciation,143151689.85,136538933.67,112866807.88,72227118.46
Reconciled Cost Of Revenue,722175010.94,671956578.3,638762347.97,600789626.49
EBITDA,96673779.52,194948064.43,215023328.95,260132039.06
EBIT,-46477910.33,58409130.76,102156521.07,187904920.6
Net Interest Income,-14069258.26,-16184007.32,-14983950.66,-6066001.9
Interest Expense,13110173.86,15781517.29,16116666.97,6965813.53
Interest Income,1475637.5,1252567.98,2253239.87,1352781.51
Normalized Income,-18855512.5325,54400177.776134,99552586.511782,183329865.839726
Net Income From Continuing And Discontinued Operation,-63472073.66,39883176.39,66898617.98,155476936.73
Total Expenses,1154367014.95,1109507409.98,1150043161.27,1153826212.38
Total Operating Income As Reported,-51745674.34,44089462.96,86266669.54,181353585.23
Diluted Average Shares,334063546.0,332359803.0,334493090.0,337993341.0
Basic Average Shares,334063546.0,332359803.0,334493090.0,337993341.0
Diluted EPS,-0.19,0.12,0.2,0.46
Basic EPS,-0.19,0.12,0.2,0.46
Net Income Common Stockholders,-63472073.66,39883176.39,66898617.98,155476936.73
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-63472073.66,39883176.39,66898617.98,155476936.73
Net Income Including Noncontrolling Interests,-63472073.66,39883176.39,66898617.98,155476936.73
Net Income Continuous Operations,-63472073.66,39883176.39,66898617.98,155476936.73
Tax Provision,3883989.47,2744437.08,19141236.12,25462170.34
Pretax Income,-59588084.19,42627613.47,86039854.1,180939107.07
Other Non Operating Income Expenses,-7842409.85,-1461849.49,-226815.44,-414478.16
Special Income Charges,-59476673.34,-15529422.69,-41987473.82,-32389359.7
Other Special Charges,-628014.99,,-152153.17,-46803.68
Write Off,1373335.67,352454.21,-727803.63,2560716.06
Impairment Of Capital Assets,58731352.66,15176968.48,42867430.62,29875447.32
Net Non Operating Interest Income Expense,-14069258.26,-16184007.32,-14983950.66,-6066001.9
Total Other Finance Cost,2434721.9,1655058.01,1120523.56,452969.88
Interest Expense Non Operating,13110173.86,15781517.29,16116666.97,6965813.53
Interest Income Non Operating,1475637.5,1252567.98,2253239.87,1352781.51
Operating Income,21994057.92,72855358.48,141843980.79,218407705.54
Operating Expense,432192004.01,437550831.68,511280813.3,553036585.89
Other Operating Expenses,16320318.25,17801254.44,16718695.86,17829525.37
Depreciation And Amortization In Income Statement,13546534.12,11491882.95,15178825.61,8358057.34
Depreciation Income Statement,13546534.12,11491882.95,15178825.61,8358057.34
Research And Development,94121863.63,131266700.86,129443236.42,95590525.16
Selling General And Administration,252998872.36,228417644.37,299696298.47,367624885.51
Selling And Marketing Expense,222588839.19,204021771.38,269321223.68,344025784.09
General And Administrative Expense,30410033.17,24395872.99,30375074.79,23599101.42
Gross Profit,454186061.93,510406190.16,653124794.09,771444291.43
Cost Of Revenue,722175010.94,671956578.3,638762347.97,600789626.49
Total Revenue,1176361072.87,1182362768.46,1291887142.06,1372233917.92
Operating Revenue,1176361072.87,1182362768.46,1291887142.06,1372233917.92
