,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,86442101.25,129935978.25,-1854578.27,-116746410.79
Repayment Of Debt,-151132346.36,-124305502.47,-87797000.0,-54367500.0
Issuance Of Debt,211578016.48,53886877.28,193437709.98,234433992.0
Capital Expenditure,-17963413.54,-81251497.78,-174533848.71,-251754096.72
End Cash Position,204090219.7,177096621.01,202393111.87,208324463.8
Beginning Cash Position,177096621.01,202393111.87,208324463.8,250301867.27
Effect Of Exchange Rate Changes,378760.23,2432074.77,403544.64,1372452.19
Changes In Cash,26614838.46,-27728565.63,-6334896.57,-43349855.66
Financing Cash Flow,-60024776.06,-157745638.77,-4480318.3,73200171.57
Net Other Financing Charges,-56380716.59,-2629918.0,-7740039.44,-17186248.2
Cash Dividends Paid,-64089729.59,-84697095.58,-102380988.84,-89680072.23
Net Issuance Payments Of Debt,60445670.12,-70418625.19,105640709.98,180066492.0
Net Long Term Debt Issuance,60445670.12,-70418625.19,105640709.98,180066492.0
Long Term Debt Payments,-151132346.36,-124305502.47,-87797000.0,-54367500.0
Long Term Debt Issuance,211578016.48,53886877.28,193437709.98,234433992.0
Investing Cash Flow,-17765900.27,-81170402.89,-174533848.71,-251557713.16
Net Investment Purchase And Sale,197513.27,81094.89,,126383.56
Sale Of Investment,140197527.04,40081095.89,,50126383.56
Purchase Of Investment,-140000013.77,-40000001.0,,-50000000.0
Net PPE Purchase And Sale,-17963413.54,-81251497.78,-174533848.71,-251684096.72
Sale Of PPE,,,,70000.0
Purchase Of PPE,-17963413.54,-81251497.78,-174533848.71,-251754096.72
Operating Cash Flow,104405514.79,211187476.03,172679270.44,135007685.93
Change In Working Capital,-55886835.08,-1631998.33,-70778276.93,-138123732.08
Change In Other Current Assets,-4568631.2,-260480.6,1865534.68,-1615038.88
Change In Payable,-21756519.57,-18971612.91,-81616608.89,49687071.6
Change In Inventory,26277874.04,-9532226.88,20919684.29,-132529611.89
Change In Receivables,-55839558.35,27132322.06,-11946887.01,-53666152.91
Other Non Cash Items,21092210.85,20529850.85,21192693.63,12813322.49
Depreciation And Amortization,143151689.85,136538933.67,112866807.88,72227118.46
Amortization Cash Flow,1425852.55,1631610.74,1562746.68,1561845.93
Depreciation,141725837.3,134907322.93,111304061.2,70665272.53
Gain Loss On Investment Securities,-185451.21,-94574.77,363847.54,-101391.47
Gain Loss On Sale Of PPE,-398714.29,432665.53,-4046.65,279268.42
Net Income From Continuing Operations,-63472073.66,39883176.39,66898617.98,155476936.73
Cash Flowsfromusedin Operating Activities Direct,104405514.79,211187476.03,172679270.44,135007685.93
Taxes Refund Paid Direct,-81344344.02,-77331032.71,-40080710.22,-81246150.99
Classesof Cash Payments,-1002945651.93,-941641331.15,-1048384196.76,-1036935818.94
Other Cash Paymentsfrom Operating Activities,-282397551.6,-308888700.98,-431484955.18,-407779028.96
Paymentson Behalfof Employees,-289639457.81,-284009510.24,-273493791.56,-242291166.42
Paymentsto Suppliersfor Goodsand Services,-430908642.52,-348743119.93,-343405450.02,-386865623.56
Classesof Cash Receiptsfrom Operating Activities,1188695510.74,1230159839.89,1261144177.42,1253189655.86
Other Cash Receiptsfrom Operating Activities,26151961.17,19277167.01,69213237.07,31674011.43
Receiptsfrom Customers,1162543549.57,1210882672.88,1191930940.35,1221515644.43
