,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,527274460.0,522500000.0,392500000.0,392500000.0
Share Issued,527274460.0,522500000.0,392500000.0,392500000.0
Total Debt,6415018.83,2127428.23,73725245.41,57906404.66
Tangible Book Value,2863873347.05,2748698504.28,1268431177.92,1008270299.7
Invested Capital,2879737936.82,2771582658.58,1363303335.28,1090372141.89
Working Capital,2357807227.04,2449641009.74,997943804.65,814636742.48
Net Tangible Assets,2863873347.05,2748698504.28,1268431177.92,1008270299.7
Capital Lease Obligations,3423102.78,854560.71,1176277.54,1481229.92
Common Stock Equity,2879737936.82,2771582658.58,1293071390.84,1035355566.9
Total Capitalization,2879737936.82,2771582658.58,1313098585.28,1035355566.9
Total Equity Gross Minority Interest,2880350235.81,2771582658.58,1293071390.84,1035355566.9
Minority Interest,612298.99,,,
Stockholders Equity,2879737936.82,2771582658.58,1293071390.84,1035355566.9
Treasury Stock,25734339.4,,,
Retained Earnings,876945091.39,800698134.72,709653692.78,483050844.01
Additional Paid In Capital,1311555527.57,1290309180.57,59618745.0,59618745.0
Capital Stock,527274460.0,522500000.0,392500000.0,392500000.0
Common Stock,527274460.0,522500000.0,392500000.0,392500000.0
Total Liabilities Net Minority Interest,2779523507.4,2306827621.23,1618456165.23,1428400646.4
Total Non Current Liabilities Net Minority Interest,3423102.78,1427732.19,21285019.78,1844565.52
Other Non Current Liabilities,,573171.48,81547.8,363335.6
Long Term Debt And Capital Lease Obligation,3423102.78,854560.71,21203471.98,1481229.92
Long Term Capital Lease Obligation,3423102.78,854560.71,1176277.54,1481229.92
Long Term Debt,,,20027194.44,
Current Liabilities,2776100404.62,2305399889.04,1597171145.45,1426556080.88
Other Current Liabilities,46440351.1,56646182.06,46820481.54,43635378.1
Current Debt And Capital Lease Obligation,2991916.05,1272867.52,52521773.43,56425174.74
Current Debt,,,50204750.0,55016574.99
Payables,2522293656.21,2175471765.35,1426741521.98,1275713440.43
Other Payable,84529515.3,55465990.14,43131507.8,36596854.41
Total Tax Payable,42015578.74,37093760.95,41304268.94,45185619.51
Accounts Payable,2395748562.17,2082912014.26,1342305745.24,1193930966.51
Total Assets,5659873743.21,5078410279.81,2911527556.07,2463756213.3
Total Non Current Assets,525966111.55,323369381.03,316412605.97,222563389.94
Other Non Current Assets,238168769.45,82598874.55,128348942.12,95208702.63
Non Current Deferred Assets,1631614.66,418811.88,604950.49,791089.1
Non Current Deferred Taxes Assets,59042721.15,44245462.68,28045996.04,34997423.97
Investmentin Financial Assets,20000000.0,20000000.0,,
Available For Sale Securities,20000000.0,20000000.0,,
Long Term Equity Investment,298106.58,,,
Goodwill And Other Intangible Assets,15864589.77,22884154.3,24640212.92,27085267.2
Other Intangible Assets,15864589.77,16191398.97,17141682.53,19586736.81
Goodwill,,6692755.33,7498530.39,7498530.39
Net PPE,190960309.94,153222077.62,134772504.4,64480907.04
Accumulated Depreciation,-48988387.92,-38109880.07,-34210052.05,-30633400.71
Gross PPE,239948697.86,191331957.69,168982556.45,95114307.75
Construction In Progress,701917.0,102527186.49,80120587.02,6123528.67
Other Properties,21669031.96,14420233.43,13977581.66,12548631.31
Machinery Furniture Equipment,7316910.56,5099864.56,5599714.56,5599714.56
Properties,210260838.34,69284673.21,69284673.21,70842433.21
Current Assets,5133907631.66,4755040898.78,2595114950.1,2241192823.36
Other Current Assets,83629617.76,92970248.41,41678783.99,49505456.03
Prepaid Assets,65750240.04,55470261.14,51397598.91,29458160.52
Inventory,184523732.91,198622478.16,140459503.55,100886871.03
Other Receivables,1893088812.15,1707128958.1,987291377.48,982638637.93
Accounts Receivable,702038993.77,570869072.72,588409090.36,487362307.14
Allowance For Doubtful Accounts Receivable,-105688343.55,-58264931.47,-45124400.57,-72771592.69
Gross Accounts Receivable,807727337.32,629134004.19,633533490.93,560133899.83
Cash Cash Equivalents And Short Term Investments,2204876235.03,2129979880.25,785878595.81,591341390.71
Other Short Term Investments,,,50000.0,60050000.0
Cash And Cash Equivalents,2204876235.03,2129979880.25,785828595.81,531291390.71
Cash Equivalents,57379586.6,45086938.63,113904222.49,121695966.57
Cash Financial,2147496648.43,2084892941.62,671924373.32,409595424.14
