,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-16892956.94846,-15071020.507078,9530263.765176,-9514343.174222
Tax Rate For Calcs,0.277385,0.236378,0.253902,0.246288
Normalized EBITDA,371765803.44,353084404.63,309743555.9,249930007.71
Total Unusual Items,-60900863.31,-63758024.97,37535242.16,-38631014.5
Total Unusual Items Excluding Goodwill,-60900863.31,-63758024.97,37535242.16,-38631014.5
Net Income From Continuing Operation Net Minority Interest,212259296.51,213973470.76,250848831.61,151860126.34
Reconciled Depreciation,16768399.46,8428963.3,7846989.0,7631681.16
Reconciled Cost Of Revenue,4719984808.26,3528641621.78,2347852120.85,2404970631.09
EBITDA,310864940.13,289326379.66,347278798.06,211298993.21
EBIT,294096540.67,280897416.36,339431809.06,203667312.05
Net Interest Income,18298369.04,28855190.7,-229119.35,1237443.2
Interest Expense,269841.08,688641.1,3217600.74,2184433.84
Interest Income,19178372.51,30206571.36,3704551.75,3792638.13
Normalized Income,256267202.87154,262660475.222922,222843853.215176,180976797.665778
Net Income From Continuing And Discontinued Operation,212259296.51,213973470.76,250848831.61,151860126.34
Total Expenses,4917354810.47,3667970618.42,2458582768.95,2504808870.91
Total Operating Income As Reported,294212212.47,278697396.58,333751506.13,199957953.27
Diluted Average Shares,517705601.0,475496602.0,391951299.0,389384939.0
Basic Average Shares,517705601.0,475496602.0,391951299.0,389384939.0
Diluted EPS,0.41,0.45,0.64,0.39
Basic EPS,0.41,0.45,0.64,0.39
Net Income Common Stockholders,212259296.51,213973470.76,250848831.61,151860126.34
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,212259296.51,213973470.76,250848831.61,151860126.34
Minority Interests,-64424.03,,,
Net Income Including Noncontrolling Interests,212323720.54,213973470.76,250848831.61,151860126.34
Net Income Continuous Operations,212323720.54,213973470.76,250848831.61,151860126.34
Tax Provision,81502979.05,66235304.5,85365376.71,49622751.87
Pretax Income,293826699.59,280208775.26,336214208.32,201482878.21
Other Non Operating Income Expenses,-385512.88,1511378.68,2300703.7,1524924.94
Special Income Charges,-60900863.31,-63758024.97,37535242.16,-38631014.5
Other Special Charges,-362808.25,570.79,-13322429.71,-443546.77
Write Off,46958531.36,13091678.68,-27609187.53,34858710.6
Impairment Of Capital Assets,14305140.2,50665775.5,3396375.08,4215850.67
Net Non Operating Interest Income Expense,18298369.04,28855190.7,-229119.35,1237443.2
Total Other Finance Cost,610162.39,662739.56,716070.36,370761.09
Interest Expense Non Operating,269841.08,688641.1,3217600.74,2184433.84
Interest Income Non Operating,19178372.51,30206571.36,3704551.75,3792638.13
Operating Income,326990807.46,311638890.45,292880785.36,237590563.13
Operating Expense,197370002.21,139328996.64,110730648.1,99838239.82
Other Operating Expenses,11498464.11,2526929.88,5615391.62,5396785.52
Depreciation And Amortization In Income Statement,13029482.55,7271184.93,7670803.77,7623153.65
Depreciation Income Statement,13029482.55,7271184.93,7670803.77,7623153.65
Research And Development,12566721.4,16850506.99,9701904.12,6351171.74
Selling General And Administration,53772840.45,36237589.02,26717832.41,24456477.9
Selling And Marketing Expense,8552404.86,9316642.0,7082186.28,5384026.15
General And Administrative Expense,45220435.59,26920947.02,19635646.13,19072451.75
Gross Profit,524360809.67,450967887.09,403611433.46,337428802.95
Cost Of Revenue,4719984808.26,3528641621.78,2347852120.85,2404970631.09
Total Revenue,5244345617.93,3979609508.87,2751463554.31,2742399434.04
Operating Revenue,5244345617.93,3979609508.87,2751463554.31,2742399434.04
