,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-265497.024527,-15155347.7,-1425448.742954,-50123562.297578
Tax Rate For Calcs,0.013256,0.25,0.002798,0.178499
Normalized EBITDA,454606988.02,448586903.29,-542570654.16,1619456935.9
Total Unusual Items,-20028775.87,-60621390.8,-509458934.37,-280806203.34
Total Unusual Items Excluding Goodwill,-20028775.87,-60621390.8,-509458934.37,-280806203.34
Net Income From Continuing Operation Net Minority Interest,20621581.94,20317689.35,-1830913272.6,131178285.52
Reconciled Depreciation,199142940.49,219681226.02,283882104.24,319216777.25
Reconciled Cost Of Revenue,7090142842.63,7207335794.48,10639203031.03,17220742348.61
EBITDA,434578212.15,387965512.49,-1052029588.53,1338650732.56
EBIT,235435271.66,168284286.47,-1335911692.77,1019433955.31
Net Interest Income,-126878130.49,-132641586.78,-362117666.71,-463464357.03
Interest Expense,193866434.08,303702002.77,407706194.55,554415761.8
Interest Income,87891880.27,190709173.68,83968621.89,136341186.86
Normalized Income,40384860.785473,65783732.45,-1322879786.972954,361860926.562422
Net Income From Continuing And Discontinued Operation,20621581.94,20317689.35,-1830913272.6,131178285.52
Total Expenses,7890101592.48,8099143710.0,12244166964.8,20024723296.84
Rent Expense Supplemental,8330613.12,11627308.07,47576310.17,30128422.32
Total Operating Income As Reported,25532765.3,-126635436.39,-1716325581.03,499075859.68
Diluted Average Shares,1505224959.0,1505014026.0,1476542962.0,1457536506.0
Basic Average Shares,1505224959.0,1505014026.0,1476542962.0,1457536506.0
Diluted EPS,0.0137,0.0135,-1.24,0.09
Basic EPS,0.0137,0.0135,-1.24,0.09
Net Income Common Stockholders,20621581.94,20317689.35,-1830913272.6,131178285.52
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,20621581.94,20317689.35,-1830913272.6,131178285.52
Minority Interests,-20396228.32,-11653545.27,-92173968.73,-250834731.77
Net Income Including Noncontrolling Interests,41017810.26,31971234.62,-1738739303.87,382013017.29
Net Income Continuous Operations,41017810.26,31971234.62,-1738739303.87,382013017.29
Tax Provision,551027.32,-167388950.92,-4878583.45,83005176.22
Pretax Income,41568837.58,-135417716.3,-1743617887.32,465018193.51
Other Non Operating Income Expenses,16036072.28,-286201979.91,-458327371.23,59455995.34
Special Income Charges,-50675854.73,-109144967.82,-509458934.37,-280806203.34
Other Special Charges,-18938795.04,7924504.83,995306.25,-3058286.05
Write Off,69614649.77,67735303.51,290820250.37,233966604.64
Impairment Of Capital Assets,0.0,33485159.48,217643377.75,49897884.75
Net Non Operating Interest Income Expense,-126878130.49,-132641586.78,-362117666.71,-463464357.03
Total Other Finance Cost,20903576.68,19648757.69,38380094.05,45389782.09
Interest Expense Non Operating,193866434.08,303702002.77,407706194.55,554415761.8
Interest Income Non Operating,87891880.27,190709173.68,83968621.89,136341186.86
Operating Income,76243984.26,-64775712.67,67110788.86,1034995599.38
Operating Expense,799958749.85,891807915.52,1604963933.77,2803980948.23
Other Operating Expenses,42370195.05,49979513.07,96329930.42,188833379.01
Depreciation And Amortization In Income Statement,155981054.42,170140362.2,234614948.93,292112323.95
Amortization,69004852.22,69277031.79,57673008.74,17871586.05
Depreciation Income Statement,86976202.2,100863330.41,176941940.19,274240737.9
Research And Development,10029115.45,14615574.1,22677647.78,11562652.17
Selling General And Administration,349331287.35,429597976.92,805532952.94,1640842222.0
Selling And Marketing Expense,204634451.66,256862830.42,497393308.09,1139494565.07
General And Administrative Expense,144696835.69,172735146.5,308139644.85,501347656.93
Rent And Landing Fees,8330613.12,11627308.07,47576310.17,30128422.32
Gross Profit,876202734.11,827032202.85,1672074722.63,3838976547.61
Cost Of Revenue,7090142842.63,7207335794.48,10639203031.03,17220742348.61
Total Revenue,7966345576.74,8034367997.33,12311277753.66,21059718896.22
Operating Revenue,7966345576.74,8034367997.33,12311277753.66,21059718896.22
