,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,200000000.0,200000000.0,200000000.0,200000000.0
Share Issued,200000000.0,200000000.0,200000000.0,200000000.0
Total Debt,4493028.19,7730503.57,4942243.18,37914776.18
Tangible Book Value,1034484057.64,1026976693.06,868407026.52,709134961.34
Invested Capital,1051532193.54,1041593161.07,883615525.6,752154279.86
Working Capital,651108503.67,393815287.76,372144744.74,489476473.18
Net Tangible Assets,1034484057.64,1026976693.06,868407026.52,709134961.34
Capital Lease Obligations,1723074.54,4135473.64,3137820.74,4914726.32
Common Stock Equity,1051532193.54,1041593161.07,883615525.6,721856196.53
Total Capitalization,1051532193.54,1041593161.07,883615525.6,721856196.53
Total Equity Gross Minority Interest,1051532193.54,1041593161.07,883615525.6,721856196.53
Stockholders Equity,1051532193.54,1041593161.07,883615525.6,721856196.53
Retained Earnings,632560742.48,631908296.04,495617497.99,355414294.01
Additional Paid In Capital,112346922.66,112346922.66,112346922.66,112346922.66
Capital Stock,200000000.0,200000000.0,200000000.0,200000000.0
Common Stock,200000000.0,200000000.0,200000000.0,200000000.0
Total Liabilities Net Minority Interest,436512552.36,419625527.27,328831277.54,369154447.97
Total Non Current Liabilities Net Minority Interest,14865028.92,6116860.61,4682630.32,6949246.04
Other Non Current Liabilities,8376274.83,,511420.0,511420.0
Non Current Deferred Revenue,,,,270000.0
Non Current Deferred Taxes Liabilities,4765679.55,1981386.97,1033389.58,1253099.72
Long Term Debt And Capital Lease Obligation,1723074.54,4135473.64,3137820.74,4914726.32
Long Term Capital Lease Obligation,1723074.54,4135473.64,3137820.74,4914726.32
Current Liabilities,421647523.44,413508666.66,324148647.22,362205201.93
Other Current Liabilities,1647366.38,1901920.31,4295098.3,6504691.22
Current Debt And Capital Lease Obligation,2769953.65,3595029.93,1804422.44,33000049.86
Current Debt,,,,30298083.33
Payables,404117842.44,392900262.37,284682037.6,280233142.79
Other Payable,24205701.83,25849520.49,32696487.5,27796187.38
Total Tax Payable,11368748.55,14692768.8,14812061.84,35603856.66
Accounts Payable,368543392.06,352357973.08,237173488.26,216833098.75
Total Assets,1488044745.9,1461218688.34,1212446803.14,1091010644.5
Total Non Current Assets,415288718.79,653894733.92,516153411.18,239328969.39
Other Non Current Assets,5205390.54,5036304.0,7428345.84,13060828.25
Non Current Deferred Assets,16183899.59,16609003.51,19665802.27,18384191.03
Non Current Deferred Taxes Assets,6930561.91,6219573.82,5732732.91,8214169.7
Investmentin Financial Assets,163303625.02,407596625.04,280579888.89,
Held To Maturity Securities,163303625.02,407596625.04,280579888.89,
Goodwill And Other Intangible Assets,17048135.9,14616468.01,15208499.08,12721235.19
Other Intangible Assets,17048135.9,14616468.01,15208499.08,12721235.19
Net PPE,206617105.83,203816759.54,187538142.19,186948545.22
Accumulated Depreciation,-121380717.9,-107932495.84,-97952254.51,-83826149.89
Gross PPE,327997823.73,311749255.38,285490396.7,270774695.11
Construction In Progress,6592792.36,9055001.05,11563655.4,5495994.99
Other Properties,76325699.13,67987519.37,56439419.44,56269895.05
Machinery Furniture Equipment,68659465.3,67637803.45,61920331.58,53441814.79
Properties,176419866.94,167068931.51,155566990.28,155566990.28
Current Assets,1072756027.11,807323954.42,696293391.96,851681675.11
Other Current Assets,238505242.67,6605072.0,4333637.88,2637515.37
Prepaid Assets,6888920.34,8562741.01,5168797.25,5473157.8
Inventory,73613454.44,72068002.52,124102037.15,161062242.59
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,45486698.79,40654790.45,93184992.84,106348475.38
Work In Process,8271477.07,8842278.14,4833644.74,15509969.72
Raw Materials,19855278.58,22570933.93,26083399.57,39203797.49
Other Receivables,2235747.48,2142246.95,4451715.18,27793918.4
Accounts Receivable,152640910.98,188207647.33,183580971.6,284861016.52
Allowance For Doubtful Accounts Receivable,-12618849.76,-14679646.02,-14404234.63,-33764230.73
Gross Accounts Receivable,165259760.74,202887293.35,197985206.23,318625247.25
Cash Cash Equivalents And Short Term Investments,598871751.2,529738244.61,374656232.9,369853824.43
Other Short Term Investments,,,,91340324.48
Cash And Cash Equivalents,598871751.2,529738244.61,374656232.9,278513499.95
Cash Equivalents,12347990.47,7770410.6,8042127.81,6425865.61
Cash Financial,586523760.73,521967834.01,366614105.09,272087634.34
