,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-4340346.966828,-7971708.047668,-3803112.876365,-12259665.22921
Tax Rate For Calcs,0.092702,0.111636,0.054072,0.044244
Normalized EBITDA,646018279.44,673522006.17,847683568.13,1341016044.99
Total Unusual Items,-46820604.58,-71407722.21,-70333848.4,-277092506.49
Total Unusual Items Excluding Goodwill,-46820604.58,-71407722.21,-70333848.4,-277092506.49
Net Income From Continuing Operation Net Minority Interest,376226023.06,366202096.74,537254388.07,789243560.04
Reconciled Depreciation,184652440.8,191066217.19,232003115.19,248810980.41
Reconciled Cost Of Revenue,3124966134.74,2665362168.81,2850000488.26,3325137649.79
EBITDA,599197674.86,602114283.96,777349719.73,1063923538.5
EBIT,414545234.06,411048066.77,545346604.54,815112558.09
Net Interest Income,86306583.54,95666875.66,66456683.63,37602546.44
Interest Expense,865703.21,1083250.58,141686.73,117139.83
Interest Income,90984362.54,98688849.07,67904103.32,40733965.84
Normalized Income,418706280.673172,429638110.902332,603785123.593635,1054076401.30079
Net Income From Continuing And Discontinued Operation,376226023.06,366202096.74,537254388.07,789243560.04
Total Expenses,4416770973.35,3832680250.47,4029969779.15,4403574655.13
Rent Expense Supplemental,16962643.76,15028581.3,18303795.14,16624789.92
Total Operating Income As Reported,414511163.93,408526617.78,544509060.33,813729190.01
Diluted Average Shares,483518858.0,482352604.0,481583353.0,481569077.0
Basic Average Shares,482155611.0,481591395.0,481583353.0,481569077.0
Diluted EPS,0.7781,0.7592,1.1156,1.6389
Basic EPS,0.7803,0.7604,1.1156,1.6389
Net Income Common Stockholders,376226023.06,366202096.74,537254388.07,789243560.04
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,376226023.06,366202096.74,537254388.07,789243560.04
Minority Interests,895264.36,2004316.99,21529953.56,10306753.1
Net Income Including Noncontrolling Interests,375330758.7,364197779.75,515724434.51,778936806.94
Net Income Continuous Operations,375330758.7,364197779.75,515724434.51,778936806.94
Tax Provision,38348772.15,45767036.44,29480483.3,36058611.32
Pretax Income,413679530.85,409964816.19,545204917.81,814995418.26
Other Non Operating Income Expenses,-831633.08,1438198.41,695857.48,1266228.25
Special Income Charges,-49342994.46,-74130200.21,-72863908.74,-277848474.7
Other Special Charges,-24130114.41,-8522.57,-29120.05,-364632.44
Write Off,,,,128215.68
Impairment Of Capital Assets,73473108.87,74138722.78,72893028.79,278084891.46
Net Non Operating Interest Income Expense,86306583.54,95666875.66,66456683.63,37602546.44
Total Other Finance Cost,3812075.79,1938722.83,1305732.96,3014279.57
Interest Expense Non Operating,865703.21,1083250.58,141686.73,117139.83
Interest Income Non Operating,90984362.54,98688849.07,67904103.32,40733965.84
Operating Income,324236624.61,379945630.88,500955877.22,1008292859.66
Operating Expense,1291804838.61,1167318081.66,1179969290.89,1078437005.34
Other Operating Expenses,23590390.86,20302186.71,16373637.35,11497565.74
Depreciation And Amortization In Income Statement,9942269.01,21252313.75,19613646.66,16194796.67
Depreciation Income Statement,9942269.01,21252313.75,19613646.66,16194796.67
Research And Development,712026562.17,681338961.4,708345090.0,641629834.65
Selling General And Administration,248144893.89,197146531.57,171569296.75,169172157.8
Selling And Marketing Expense,117167889.16,97182968.43,108183301.98,111016440.37
General And Administrative Expense,130977004.73,99963563.14,63385994.77,58155717.43
Rent And Landing Fees,16962643.76,15028581.3,18303795.14,16624789.92
Gross Profit,1616041463.22,1547263712.54,1680925168.11,2086729865.0
Cost Of Revenue,3124966134.74,2665362168.81,2850000488.26,3325137649.79
Total Revenue,4741007597.96,4212625881.35,4530925656.37,5411867514.79
Operating Revenue,4741007597.96,4212625881.35,4530925656.37,5411867514.79
