,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-579008134.2,15006208503.66,16217611400.18,-856529942.39
Repayment Of Debt,-103581261166.14,-68783902600.75,-81148610559.4,-58773171168.15
Issuance Of Debt,122351780069.38,91708915330.66,89681515957.31,67739900243.5
Capital Expenditure,-17904337668.17,-12110699704.87,-11387449010.98,-13584140261.73
End Cash Position,59340612950.83,47267103006.38,29684152320.65,17312418429.51
Beginning Cash Position,47267103006.38,29684152320.65,17312418429.51,8921536728.08
Effect Of Exchange Rate Changes,-334866826.26,231672359.85,256320033.21,833389043.75
Changes In Cash,12408376770.71,17351278325.88,12115413857.93,7557492657.68
Financing Cash Flow,19289643795.29,25890442066.46,4070265652.61,8156248181.45
Net Other Financing Charges,3983165408.53,6682887097.08,-1931712727.57,986273497.0
Cash Dividends Paid,-3277097034.77,-3667868279.82,-2441049967.23,-1796754390.9
Net Issuance Payments Of Debt,18770518903.24,22925012729.91,8532905397.91,8966729075.35
Net Long Term Debt Issuance,18770518903.24,22925012729.91,8532905397.91,8966729075.35
Long Term Debt Payments,-103581261166.14,-68783902600.75,-81148610559.4,-58773171168.15
Long Term Debt Issuance,122351780069.38,91708915330.66,89681515957.31,67739900243.5
Investing Cash Flow,-24206596558.55,-35656071949.11,-19559912205.84,-13326365843.11
Net Other Investing Changes,4825142866.71,-77467570.42,287176270.0,316981835.12
Net Investment Purchase And Sale,-8273710082.1,-21997846467.46,-8958503160.69,395830336.81
Sale Of Investment,85395200239.24,60982077693.36,16947760704.42,8786125837.86
Purchase Of Investment,-93668910321.34,-82979924160.82,-25906263865.11,-8390295501.05
Net Business Purchase And Sale,-3107778793.73,-1729156509.11,,-961816227.15
Sale Of Business,0.0,0.0,,0.0
Purchase Of Business,-3107778793.73,-1729156509.11,,-961816227.15
Net PPE Purchase And Sale,-17650250549.43,-11851601402.12,-10888585315.15,-13077361787.89
Sale Of PPE,254087118.74,259098302.75,498863695.83,506778473.84
Purchase Of PPE,-17904337668.17,-12110699704.87,-11387449010.98,-13584140261.73
Operating Cash Flow,17325329533.97,27116908208.53,27605060411.16,12727610319.34
Change In Working Capital,-11342614106.08,3156400365.36,4280780780.57,-6611793983.68
Change In Other Current Assets,-448767888.92,1899524986.62,-355088457.57,9779987.06
Change In Payable,-13515955076.68,26857164714.81,-4658419921.83,2753688539.6
Change In Inventory,-3383469640.87,-2032345016.57,7239478351.05,-15791020357.63
Change In Receivables,6005578500.39,-23567944319.5,2054810808.92,6415757847.29
Other Non Cash Items,2232161307.19,1780789491.69,1844326214.06,1433583769.37
Depreciation And Amortization,13263181836.06,10830474951.21,10029127413.2,7573441543.99
Amortization Cash Flow,521520557.44,260085188.58,233129170.31,170869522.76
Depreciation,12741661278.62,10570389762.63,9795998242.89,7402572021.23
Gain Loss On Investment Securities,-6145383242.23,-4483773322.29,-1981629623.62,-1011904078.88
Gain Loss On Sale Of PPE,17418397.37,-1583392.42,-106350953.11,-40397780.4
Net Income From Continuing Operations,18170236828.67,14579043817.85,12243213143.13,10490676778.96
Cash Flowsfromusedin Operating Activities Direct,17325329533.97,27116908208.53,27605060411.16,12727610319.34
Taxes Refund Paid Direct,4484939085.53,4693212484.7,5718053903.89,7795735437.7
Interest Received Direct,0.0,0.0,,
Interest Paid Direct,0.0,0.0,,
Classesof Cash Payments,-314874622457.5,-244211570355.69,-216336397347.27,-229060720487.14
Other Cash Paymentsfrom Operating Activities,-5929225014.68,-5107093580.53,-6656001645.43,-4925858229.74
Paymentson Behalfof Employees,-34006959940.73,-23188596123.73,-19100916568.64,-20086575874.76
Paymentsto Suppliersfor Goodsand Services,-274938437502.09,-215915880651.43,-190579479133.2,-204048286382.64
Classesof Cash Receiptsfrom Operating Activities,327715012905.94,266635266079.52,238223403854.54,233992595368.78
Other Cash Receiptsfrom Operating Activities,5166234566.74,5689425932.94,4251043986.66,2681301179.71
Receiptsfrom Customers,322548778339.2,260945840146.58,233972359867.88,231311294189.07
