,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-132711499.679924,-6041770.388968,-8190199.921644,-18019955.405852
Tax Rate For Calcs,0.268403,0.175813,0.128177,0.104215
Normalized EBITDA,3664483911.21,3695636783.91,3222787071.75,2590970076.64
Total Unusual Items,-494447982.91,-34364835.13,-63897712.4,-172910640.73
Total Unusual Items Excluding Goodwill,-494447982.91,-34364835.13,-63897712.4,-172910640.73
Net Income From Continuing Operation Net Minority Interest,801756079.53,1081867493.96,687762213.64,1212289355.25
Reconciled Depreciation,1505460267.41,1495422483.54,1368789904.45,810377266.38
Reconciled Cost Of Revenue,56538988207.67,52803986409.95,62414716941.79,52510408047.43
EBITDA,3170035928.3,3661271948.78,3158889359.35,2418059435.91
EBIT,1664575660.89,2165849465.24,1790099454.9,1607682169.53
Net Interest Income,-513504507.65,-492041539.58,-524828847.63,-217882530.95
Interest Expense,543654228.01,563296879.53,597260465.97,228606468.15
Interest Income,50176568.95,96157434.64,101702158.42,41026928.26
Normalized Income,1163492562.760076,1110190558.701032,743469726.118356,1367180040.574148
Net Income From Continuing And Discontinued Operation,801756079.53,1081867493.96,687762213.64,1212289355.25
Total Expenses,58342655424.97,54512140214.35,63876798330.33,53772170376.67
Rent Expense Supplemental,15748725.46,14222292.68,19008347.59,16002507.08
Total Operating Income As Reported,1140447977.29,1610007819.23,1188102701.49,1388740399.73
Diluted Average Shares,4008780398.0,4006916644.0,3820901187.0,4329604840.0
Basic Average Shares,3817886093.0,3730577565.0,3820901187.0,3673604107.0
Diluted EPS,0.2,0.27,0.18,0.28
Basic EPS,0.21,0.29,0.18,0.33
Net Income Common Stockholders,801756079.53,1081867493.96,687762213.64,1212289355.25
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,801756079.53,1081867493.96,687762213.64,1212289355.25
Minority Interests,-18306275.1,-238936184.11,-352182572.56,-23065389.83
Net Income Including Noncontrolling Interests,820062354.63,1320803678.07,1039944786.2,1235354745.08
Net Income Continuous Operations,820062354.63,1320803678.07,1039944786.2,1235354745.08
Tax Provision,300859078.25,281748907.64,152894202.73,143720956.3
Pretax Income,1120921432.88,1602552585.71,1192838988.93,1379075701.38
Other Non Operating Income Expenses,-19526544.41,-7455233.52,4736287.44,-9664698.35
Special Income Charges,-500513276.73,-81937265.07,-38376395.8,-42197127.24
Other Special Charges,-966951.8,-3045964.13,-6038811.6,633038.59
Write Off,24150031.99,39127035.39,-18189030.5,-7147176.31
Impairment Of Capital Assets,477330196.54,45856193.81,62604237.9,48711264.96
Net Non Operating Interest Income Expense,-513504507.65,-492041539.58,-524828847.63,-217882530.95
Total Other Finance Cost,20026848.59,24902094.69,29270540.08,30302991.06
Interest Expense Non Operating,543654228.01,563296879.53,597260465.97,228606468.15
Interest Income Non Operating,50176568.95,96157434.64,101702158.42,41026928.26
Operating Income,2200924927.48,1967805005.94,1769857377.15,1665085295.9
Operating Expense,1803667217.3,1708153804.4,1462081388.54,1261762329.24
Other Operating Expenses,452530856.91,419915503.98,352203658.56,265548647.53
Depreciation And Amortization In Income Statement,166830649.35,166434659.24,133002402.89,64894621.54
Depreciation Income Statement,166830649.35,166434659.24,133002402.89,64894621.54
Research And Development,501654785.99,503010185.66,434431366.37,385476423.68
Selling General And Administration,166673978.99,156692630.55,178827808.07,169471876.81
Selling And Marketing Expense,40137104.31,42283600.33,46438243.77,41025228.68
General And Administrative Expense,126536874.68,114409030.22,132389564.3,128446648.13
Rent And Landing Fees,15748725.46,14222292.68,19008347.59,16002507.08
Gross Profit,4004592144.78,3675958810.34,3231938765.69,2926847625.14
Cost Of Revenue,56538988207.67,52803986409.95,62414716941.79,52510408047.43
Total Revenue,60543580352.45,56479945220.29,65646655707.48,55437255672.57
Operating Revenue,60543580352.45,56479945220.29,65646655707.48,55437255672.57
