,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,1424310919.45,-1402162504.8,-838798244.28,-2295352097.61
Repayment Of Debt,-17800298427.24,-15793896054.84,-13682166728.69,-6088009182.43
Issuance Of Debt,20554358789.57,17685797003.6,17668821698.09,9270068348.26
Capital Expenditure,-985397515.21,-2186672705.38,-2409426046.76,-3376145552.06
End Cash Position,3421160008.14,2432347829.55,2866770657.5,2943612520.65
Beginning Cash Position,2432347829.55,2866770657.5,2943612520.65,1630010837.43
Effect Of Exchange Rate Changes,-47766257.88,50879460.11,71041377.91,89489418.96
Changes In Cash,1036578436.47,-485302288.06,-147883241.06,1224112264.26
Financing Cash Flow,-451339960.57,1002080511.58,3436222723.88,2515333177.49
Net Other Financing Charges,-2396469852.76,-193462782.59,457732185.39,-47764825.6
Cash Dividends Paid,-808930470.14,-693297654.59,-992901167.24,-615388543.14
Net Issuance Payments Of Debt,2754060362.33,1891900948.76,3986654969.4,3182059165.83
Net Long Term Debt Issuance,2754060362.33,1891900948.76,3986654969.4,3182059165.83
Long Term Debt Payments,-17800298427.24,-15793896054.84,-13682166728.69,-6088009182.43
Long Term Debt Issuance,20554358789.57,17685797003.6,17668821698.09,9270068348.26
Investing Cash Flow,-921790037.62,-2271893000.22,-5154733767.42,-2372014367.68
Net Other Investing Changes,58156561.02,-197889109.58,100000000.0,1080000000.0
Net Investment Purchase And Sale,2012766.09,114946441.13,106088268.83,-95582671.24
Sale Of Investment,2903206507.43,1174792783.31,1384904098.25,1306448391.12
Purchase Of Investment,-2901193741.34,-1059846342.18,-1278815829.42,-1402031062.36
Net Business Purchase And Sale,,-11858959.51,-3101624101.57,
Purchase Of Business,,-11858959.51,-3101624101.57,
Net PPE Purchase And Sale,-981959364.73,-2177091372.26,-2259197934.68,-3356431696.44
Sale Of PPE,3438150.48,9581333.12,150228112.08,19713855.62
Purchase Of PPE,-985397515.21,-2186672705.38,-2409426046.76,-3376145552.06
Operating Cash Flow,2409708434.66,784510200.58,1570627802.48,1080793454.45
Change In Working Capital,-997135336.83,-2442265048.75,-1466426670.7,-1227096115.6
Change In Other Current Assets,-24109832.43,31777943.0,-60032652.23,27548837.84
Change In Payable,1795911026.96,826479400.21,783871283.43,-178718393.47
Change In Inventory,-1700999634.58,-2906846703.45,-3253385471.3,-1111357130.85
Change In Receivables,-1067936896.78,-393675688.51,1063120169.4,35430570.88
Other Non Cash Items,700897096.29,543808273.34,661171030.43,136415123.18
Depreciation And Amortization,1505460267.41,1495422483.54,1368789904.45,810377266.38
Amortization Cash Flow,126332959.1,132908021.67,112422387.29,83165349.37
Depreciation,1379127308.31,1362514461.87,1256367517.16,727211917.01
Gain Loss On Investment Securities,-127114412.01,-197517019.91,-49798640.22,69205438.62
Gain Loss On Sale Of PPE,6821659.58,-17822015.93,-4993792.82,6267765.0
Net Income From Continuing Operations,820062354.63,1320803678.07,1039944786.2,1235354745.08
Cash Flowsfromusedin Operating Activities Direct,2409708434.66,784510200.58,1570627802.48,1080793454.45
Taxes Refund Paid Direct,-1266745875.94,-1102589298.54,-2404685373.04,-459006166.41
Interest Received Direct,73067483.12,51368063.62,50258791.3,102815585.44
Interest Paid Direct,-46758964.56,-31823446.36,-30721829.92,-70600645.97
Classesof Cash Payments,-62392396457.65,-58551587523.28,-57711364661.16,-40346818227.85
Other Cash Paymentsfrom Operating Activities,-1174686381.48,-429560408.53,-350143595.98,-464086337.03
Paymentson Behalfof Employees,-2519122288.47,-2456057135.88,-2433652338.79,-2103432433.94
Paymentsto Suppliersfor Goodsand Services,-58698587787.7,-55665969978.87,-54927568726.39,-37779299456.88
Classesof Cash Receiptsfrom Operating Activities,66042542249.69,60419142405.14,61667140875.3,41854402909.24
Other Cash Receiptsfrom Operating Activities,1335265771.19,763686813.67,242882853.06,242518466.25
Receiptsfrom Customers,64707276478.5,59655455591.47,61424258022.24,41611884442.99
