,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-4778626320.57,-2902740943.75,-2277884898.17,-8534843982.81
Repayment Of Debt,-19582367593.88,-15076290891.43,-11611012953.91,-8229842786.29
Issuance Of Debt,29656492707.52,16964854579.05,16238714370.77,12807938919.75
Capital Expenditure,-8410599486.95,-6193097757.6,-5896083031.27,-9093619076.71
End Cash Position,10468802568.6,9465821797.89,13668744253.63,11097753361.35
Beginning Cash Position,9465821797.89,13668744253.63,11097753361.35,5441712417.93
Effect Of Exchange Rate Changes,-23714266.59,7976206.52,38932893.41,-23103484.51
Changes In Cash,1026695037.3,-4210898662.26,2532057998.87,5679144427.93
Financing Cash Flow,6722308137.72,-1439055824.2,4275198845.83,14880790512.58
Net Other Financing Charges,-2323320991.68,-2528257097.62,480185616.11,11051399876.76
Cash Dividends Paid,-964468744.24,-755262414.2,-801059819.57,-748705497.64
Net Issuance Payments Of Debt,10074125113.64,1888563687.62,4627701416.86,4578096133.46
Net Long Term Debt Issuance,10074125113.64,1888563687.62,4627701416.86,4578096133.46
Long Term Debt Payments,-19582367593.88,-15076290891.43,-11611012953.91,-8229842786.29
Long Term Debt Issuance,29656492707.52,16964854579.05,16238714370.77,12807938919.75
Investing Cash Flow,-9327586266.8,-6062199651.91,-5361338980.06,-9760421178.55
Net Other Investing Changes,-478983475.57,-178894492.56,-1103776.35,-8313131.38
Net Investment Purchase And Sale,-460567575.6,288962310.63,440275829.47,-691252133.48
Sale Of Investment,3560051243.99,3281433196.94,4970529360.44,1294162366.59
Purchase Of Investment,-4020618819.59,-2992470886.31,-4530253530.97,-1985414500.07
Net Business Purchase And Sale,-254928.39,0.0,-21379656.17,
Sale Of Business,0.0,0.0,96000.0,
Purchase Of Business,-254928.39,0.0,-21475656.17,
Net PPE Purchase And Sale,-8387780287.24,-6172267469.98,-5779131377.01,-9060855913.69
Sale Of PPE,22819199.71,20830287.62,116951654.26,32763163.02
Purchase Of PPE,-8410599486.95,-6193097757.6,-5896083031.27,-9093619076.71
Operating Cash Flow,3631973166.38,3290356813.85,3618198133.1,558775093.9
Change In Working Capital,-419672788.29,-1778824531.25,-756272710.4,-3884649191.67
Change In Other Current Assets,-82069022.16,-4322266.29,-286832421.17,-375503708.59
Change In Payable,8985408546.1,3095006156.72,-3857304173.12,7967841933.98
Change In Inventory,-3646444549.06,-740087909.1,2200994445.85,-2863089869.74
Change In Receivables,-5676567763.17,-4129420512.58,1186869438.04,-8613897547.32
Other Non Cash Items,1753169852.07,1378292032.21,1210949929.79,933584741.83
Depreciation And Amortization,2624843810.04,2148125068.49,1869993419.93,1491446238.37
Amortization Cash Flow,69142696.73,63272322.59,47054708.36,39248586.51
Depreciation,2555701113.31,2084852745.9,1822938711.57,1452197651.86
Gain Loss On Investment Securities,-451554652.25,181228505.11,63431721.26,17142281.61
Gain Loss On Sale Of PPE,90720373.19,211187039.29,79066832.69,32731011.65
Net Income From Continuing Operations,-658734448.59,520200660.28,330746240.35,763360631.76
Cash Flowsfromusedin Operating Activities Direct,3631973166.38,3290356813.85,3618198133.1,558775093.9
Taxes Refund Paid Direct,-323045642.44,-357339025.61,-131905991.68,691430077.7
Classesof Cash Payments,-60666123437.28,-50792037826.4,-46367816291.93,-54292394195.96
Other Cash Paymentsfrom Operating Activities,-2417643577.52,-1795170675.53,-937142840.74,-1506124086.98
Paymentson Behalfof Employees,-9933834898.11,-8145842841.26,-6692339112.33,-6088436679.33
Paymentsto Suppliersfor Goodsand Services,-48314644961.65,-40851024309.61,-38738334338.86,-46697833429.65
Classesof Cash Receiptsfrom Operating Activities,64621142246.1,54439733665.86,50117920416.71,54159739212.16
Other Cash Receiptsfrom Operating Activities,2017551404.52,1907348835.79,1757763611.57,1309847426.98
Receiptsfrom Customers,62603590841.58,52532384830.07,48360156805.14,52849891785.18
