,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-9217958.8475,-286964275.808802,-160407327.03,-182885843.485
Tax Rate For Calcs,0.25,0.328478,0.25,0.25
Normalized EBITDA,3000009601.03,4477111294.49,3415911469.74,3327056612.61
Total Unusual Items,-36871835.39,-873616857.31,-641629308.12,-731543373.94
Total Unusual Items Excluding Goodwill,-36871835.39,-873616857.31,-641629308.12,-731543373.94
Net Income From Continuing Operation Net Minority Interest,1057234512.68,1468240562.81,1076198343.24,1068014408.15
Reconciled Depreciation,2624843810.04,2148125068.49,1869993419.93,1491446238.37
Reconciled Cost Of Revenue,54429259848.68,47518996934.9,41115257464.91,44942949296.33
EBITDA,2963137765.64,3603494437.18,2774282161.62,2595513238.67
EBIT,338293955.6,1455369368.69,904288741.69,1104067000.3
Net Interest Income,-428346322.14,-300315889.39,-327855101.03,-518272063.65
Interest Expense,767792857.38,680709748.44,736019739.81,664557289.46
Interest Income,358772047.3,404901203.89,422052425.51,210562592.57
Normalized Income,1084888389.2225,2054893144.311198,1557420324.33,1616671938.605
Net Income From Continuing And Discontinued Operation,1057234512.68,1468240562.81,1076198343.24,1068014408.15
Total Expenses,62935932486.89,54186895721.17,46674572669.06,50260243520.44
Rent Expense Supplemental,,,,
Total Operating Income As Reported,-385957824.82,798166370.77,169080186.51,420282398.83
Diluted Average Shares,1854797391.0,1858532358.0,1855514385.0,1722603884.0
Basic Average Shares,1822818125.0,1858532358.0,1855514385.0,1722603884.0
Diluted EPS,0.57,0.79,0.58,0.62
Basic EPS,0.58,0.79,0.58,0.62
Net Income Common Stockholders,1057234512.68,1468240562.81,1076198343.24,1068014408.15
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1057234512.68,1468240562.81,1076198343.24,1068014408.15
Minority Interests,1715968961.27,948039902.53,745452102.89,304653776.39
Net Income Including Noncontrolling Interests,-658734448.59,520200660.28,330746240.35,763360631.76
Net Income Continuous Operations,-658734448.59,520200660.28,330746240.35,763360631.76
Tax Provision,229235546.81,254458959.97,-162477238.47,-323850920.92
Pretax Income,-429498901.78,774659620.25,168269001.88,439509710.84
Other Non Operating Income Expenses,-43541076.96,-23506750.52,-46811184.63,-84772687.99
Special Income Charges,-496530483.03,-565013128.96,-702105716.32,-790061459.0
Other Special Charges,36645703.2,154064314.43,60243614.23,21367093.01
Write Off,88386152.35,90493639.87,12223878.4,144814006.88
Impairment Of Capital Assets,371498627.48,320455174.66,629638223.69,623880359.11
Net Non Operating Interest Income Expense,-428346322.14,-300315889.39,-327855101.03,-518272063.65
Total Other Finance Cost,19325512.06,24507344.84,13887786.73,64277366.76
Interest Expense Non Operating,767792857.38,680709748.44,736019739.81,664557289.46
Interest Income Non Operating,358772047.3,404901203.89,422052425.51,210562592.57
Operating Income,310319585.84,1833738396.64,1187654325.18,1902025793.45
Operating Expense,8506672638.21,6667898786.27,5559315204.15,5317294224.11
Other Operating Expenses,277772436.53,190012970.16,-98867105.08,138304386.81
Depreciation And Amortization In Income Statement,630621701.2,599091719.9,527370710.99,468575505.2
Amortization,,,,
Depreciation Income Statement,630621701.2,599091719.9,527370710.99,468575505.2
Research And Development,4378755013.89,3330197549.31,2710629950.77,2741803307.55
Selling General And Administration,1222934343.44,1115107894.41,1097341538.21,959065591.74
Selling And Marketing Expense,209464553.63,180166744.1,373979267.69,385342860.22
General And Administrative Expense,1013469789.81,934941150.31,723362270.52,573722731.52
Rent And Landing Fees,,,,
Gross Profit,8816992224.05,8501637182.91,6746969529.33,7219320017.56
Cost Of Revenue,54429259848.68,47518996934.9,41115257464.91,44942949296.33
Total Revenue,63246252072.73,56020634117.81,47862226994.24,52162269313.89
Operating Revenue,63246252072.73,56020634117.81,47862226994.24,52162269313.89
