,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-8765105.075,8755983.035,-5197932.822378,-17296275.121471
Tax Rate For Calcs,0.25,0.25,0.333726,0.150129
Normalized EBITDA,213482426.48,180524792.6,184227377.61,6224944.0
Total Unusual Items,-35060420.3,35023932.14,-15575472.57,-115209536.89
Total Unusual Items Excluding Goodwill,-35060420.3,35023932.14,-15575472.57,-115209536.89
Net Income From Continuing Operation Net Minority Interest,32115948.99,62725415.76,45249836.95,-170963694.72
Reconciled Depreciation,103697445.22,107172584.15,86924805.24,75930849.37
Reconciled Cost Of Revenue,5008551476.43,4394658499.57,3826665616.67,3404863976.01
EBITDA,178422006.18,215548724.74,168651905.04,-108984592.89
EBIT,74724560.96,108376140.59,81727099.8,-184915442.26
Net Interest Income,-63701591.92,-57182789.07,-34788819.99,-49224536.41
Interest Expense,60493224.4,56664265.15,45435271.58,49431614.0
Interest Income,1793307.9,6583153.92,15469667.29,3858081.69
Normalized Income,58411264.215,36457466.655,55627376.697622,-73050432.951471
Net Income From Continuing And Discontinued Operation,32115948.99,62725415.76,45249836.95,-170963694.72
Total Expenses,5449772755.9,4812546856.26,4268195228.26,3826376000.26
Rent Expense Supplemental,4533586.63,4221891.5,4411091.26,3715847.77
Total Operating Income As Reported,10823275.42,44929970.82,-41780110.84,-237030871.01
Diluted Average Shares,802898725.0,896077368.0,904996739.0,854818474.0
Basic Average Shares,802898725.0,896077368.0,904996739.0,854818474.0
Diluted EPS,0.04,0.07,0.05,-0.2
Basic EPS,0.04,0.07,0.05,-0.2
Net Income Common Stockholders,32115948.99,62725415.76,45249836.95,-170963694.72
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,32115948.99,62725415.76,45249836.95,-170963694.72
Minority Interests,11168591.06,2256718.63,21069518.3,28201107.81
Net Income Including Noncontrolling Interests,20947357.93,60468697.13,24180318.65,-199164802.53
Net Income Continuous Operations,20947357.93,60468697.13,24180318.65,-199164802.53
Tax Provision,-6716021.37,-8756821.69,12111509.57,-35182253.73
Pretax Income,14231336.56,51711875.44,36291828.22,-234347056.26
Other Non Operating Income Expenses,3408061.14,6781904.62,78071939.06,2683814.75
Special Income Charges,-42118204.68,761677.77,-37405373.66,-119693566.63
Other Special Charges,-2971631.48,44783.0,211302.56,-287121.22
Write Off,23884697.46,-10209573.83,-33865781.65,40145444.09
Impairment Of Capital Assets,21205138.7,9403113.06,71059852.75,79835243.76
Net Non Operating Interest Income Expense,-63701591.92,-57182789.07,-34788819.99,-49224536.41
Total Other Finance Cost,5001675.42,7101677.84,4823215.7,3651004.1
Interest Expense Non Operating,60493224.4,56664265.15,45435271.58,49431614.0
Interest Income Non Operating,1793307.9,6583153.92,15469667.29,3858081.69
Operating Income,110771647.94,60989312.19,-33129325.43,-78725722.13
Operating Expense,441221279.47,417888356.69,441529611.59,421512024.25
Other Operating Expenses,18709369.85,19070841.83,16005164.95,13144330.84
Depreciation And Amortization In Income Statement,20635799.61,26628263.86,31257381.31,31868069.05
Depreciation Income Statement,20635799.61,26628263.86,31257381.31,31868069.05
Research And Development,156660190.11,119993087.81,140462264.37,140093357.87
Selling General And Administration,55054724.77,58632590.35,69994770.83,59077027.3
Selling And Marketing Expense,16037348.3,15913981.09,18299707.3,17601331.93
General And Administrative Expense,39017376.47,42718609.26,51695063.53,41475695.37
Rent And Landing Fees,4533586.63,4221891.5,4411091.26,3715847.77
Gross Profit,551992927.41,478877668.88,408400286.16,342786302.12
Cost Of Revenue,5008551476.43,4394658499.57,3826665616.67,3404863976.01
Total Revenue,5560544403.84,4873536168.45,4235065902.83,3747650278.13
Operating Revenue,5560544403.84,4873536168.45,4235065902.83,3747650278.13
