,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,3387092587.32,3183493468.79,1565062101.46,1380444953.74
Repayment Of Debt,-553917764.75,-481666781.11,-853754000.0,-700741200.0
Issuance Of Debt,680516617.55,1301605622.62,181000000.0,968754000.0
Capital Expenditure,-1292993007.8,-687765744.44,-614831322.1,-608637399.88
End Cash Position,4704175579.1,2413423951.0,1836127758.85,789842554.19
Beginning Cash Position,2413423951.0,1836127758.85,789842554.19,747711349.35
Effect Of Exchange Rate Changes,-16299364.39,-13437938.89,11824885.59,8116467.53
Changes In Cash,2307050992.49,590734131.04,1034460319.07,34014737.31
Financing Cash Flow,-1535129873.7,-431309402.9,-1625581920.46,-594621327.22
Net Other Financing Charges,-297148774.23,-302508573.15,-38058386.46,64792467.42
Cash Dividends Paid,-1047544921.53,-793744128.65,-804813130.68,-739251026.1
Net Issuance Payments Of Debt,126598852.8,819938841.51,-672754000.0,268012800.0
Net Long Term Debt Issuance,126598852.8,819938841.51,-672754000.0,268012800.0
Long Term Debt Payments,-553917764.75,-481666781.11,-853754000.0,-700741200.0
Long Term Debt Issuance,680516617.55,1301605622.62,181000000.0,968754000.0
Investing Cash Flow,-837904728.93,-2849215679.29,480148815.97,-1360446289.09
Net Other Investing Changes,-110771917.93,1392290.0,-9148495.78,3214000.0
Net Investment Purchase And Sale,613423414.21,-332680121.48,1103965463.4,-755022889.21
Sale Of Investment,11125907262.02,14014479654.34,6437202277.86,8475387482.79
Purchase Of Investment,-10512483847.81,-14347159775.82,-5333236814.46,-9230410372.0
Net Business Purchase And Sale,-48617062.51,-1830508552.48,,
Purchase Of Business,-48617062.51,-1830508552.48,,
Net PPE Purchase And Sale,-1291939162.7,-687419295.33,-614668151.65,-608637399.88
Sale Of PPE,1053845.1,346449.11,163170.45,
Purchase Of PPE,-1292993007.8,-687765744.44,-614831322.1,-608637399.88
Operating Cash Flow,4680085595.12,3871259213.23,2179893423.56,1989082353.62
Change In Working Capital,557263142.1,689872394.0,-317221506.19,-425145710.1
Change In Other Current Assets,-75676404.89,-70158911.04,-59642483.5,-90541668.64
Change In Payable,971198255.45,426851805.92,-97043788.19,60630686.9
Change In Inventory,85976945.89,239011129.31,-125593761.0,-330681392.0
Change In Receivables,-424235654.35,94168369.81,-34941473.5,-64553336.36
Other Non Cash Items,79326023.92,69785926.82,55125717.51,49825302.27
Depreciation And Amortization,726088984.8,627341597.71,954465419.58,1186366315.3
Amortization Cash Flow,354624144.92,320793037.56,564087763.97,662043283.12
Depreciation,371464839.88,306548560.15,390377655.61,524323032.18
Gain Loss On Investment Securities,33950057.93,47171364.49,-84499971.69,-119926844.32
Gain Loss On Sale Of PPE,6911315.15,4545376.41,4284434.12,984093.04
Net Income From Continuing Operations,3268160714.81,2430104776.08,1568268131.29,1244055820.36
Cash Flowsfromusedin Operating Activities Direct,4680085595.12,3871259213.23,2179893423.56,1989082353.62
Taxes Refund Paid Direct,-1668160262.38,-1060166643.87,-935077187.36,-749699596.2
Classesof Cash Payments,-17287273179.66,-17829879859.43,-7163960799.95,-6260814074.19
Other Cash Paymentsfrom Operating Activities,-5282637445.38,-6903059653.68,-1700167898.29,-84503415.12
Paymentson Behalfof Employees,-422752659.06,-367839289.32,-310973096.09,-292844093.91
Paymentsto Suppliersfor Goodsand Services,-11581883075.22,-10558980916.43,-5152819805.57,-5883466565.16
Classesof Cash Receiptsfrom Operating Activities,23635519037.16,22761305716.53,10278931410.87,8999596024.01
Other Cash Receiptsfrom Operating Activities,4849049385.77,6792676258.86,1683115743.13,39937963.68
Receiptsfrom Customers,18786469651.39,15968629457.67,8595815667.74,8959658060.33
