,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-33700363.227975,515990.011347,-1618581.179155,-11727899.599808
Tax Rate For Calcs,0.234943,0.234275,0.248093,0.226863
Normalized EBITDA,5198390200.0,3849477280.96,3091519091.76,2907523364.33
Total Unusual Items,-143440847.67,2202495.04,-6524077.56,-51695867.28
Total Unusual Items Excluding Goodwill,-143440847.67,2202495.04,-6524077.56,-51695867.28
Net Income From Continuing Operation Net Minority Interest,2971658678.29,2173114887.58,1424298787.71,1123356008.42
Reconciled Depreciation,726088984.8,627341597.71,954465419.58,1186366315.3
Reconciled Cost Of Revenue,11657498206.52,9520593485.67,5508225617.3,6301963158.77
EBITDA,5054949352.33,3851679776.0,3084995014.2,2855827497.05
EBIT,4328860367.53,3224338178.29,2130529594.62,1669461181.75
Net Interest Income,-28112249.96,-17024621.29,131468.49,-48310527.97
Interest Expense,57075477.59,50737373.63,44807349.8,60358985.39
Interest Income,30837944.56,36111546.27,47119009.17,16331096.68
Normalized Income,3081399162.732025,2171428382.551347,1429204284.090845,1163323976.100192
Net Income From Continuing And Discontinued Operation,2971658678.29,2173114887.58,1424298787.71,1123356008.42
Total Expenses,12741906514.54,10330771010.33,6088404143.38,6783379383.78
Rent Expense Supplemental,73736.0,69976.5,1678575.55,7832649.95
Total Operating Income As Reported,4304447389.44,3180619270.8,2097090790.9,1615806378.72
Diluted Average Shares,2775953926.0,2776788765.0,2776952208.0,2776460723.0
Basic Average Shares,2775953926.0,,,2776460723.0
Diluted EPS,1.0705,0.7826,0.5129,0.4046
Basic EPS,1.0705,0.7826,0.5129,0.4046
Net Income Common Stockholders,2971658678.29,2173114887.58,1424298787.71,1123356008.42
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2971658678.29,2173114887.58,1424298787.71,1123356008.42
Minority Interests,-296502036.52,-256989888.5,-143969343.58,-120699811.94
Net Income Including Noncontrolling Interests,3268160714.81,2430104776.08,1568268131.29,1244055820.36
Net Income Continuous Operations,3268160714.81,2430104776.08,1568268131.29,1244055820.36
Tax Provision,1003624175.13,743496028.58,517454113.53,365046376.0
Pretax Income,4271784889.94,3173600804.66,2085722244.82,1609102196.36
Other Non Operating Income Expenses,-32662499.5,-7018466.14,-11368546.08,-6704182.36
Special Income Charges,-5246032.14,-2318788.3,694934.7,-63963557.31
Other Special Charges,2292272.65,-118989.42,-166133.64,-569620.39
Write Off,2953759.49,-2994282.38,-528801.06,64533177.7
Impairment Of Capital Assets,,5432060.1,,
Net Non Operating Interest Income Expense,-28112249.96,-17024621.29,131468.49,-48310527.97
Total Other Finance Cost,1874716.93,2398793.93,2180190.88,4282639.26
Interest Expense Non Operating,57075477.59,50737373.63,44807349.8,60358985.39
Interest Income Non Operating,30837944.56,36111546.27,47119009.17,16331096.68
Operating Income,4356698484.77,3254670094.33,2017311920.4,1598164654.13
Operating Expense,1084408308.02,810177524.66,580178526.08,481416225.01
Other Operating Expenses,416273818.99,291439928.83,229909558.87,185910127.43
Depreciation And Amortization In Income Statement,48205059.37,45889614.75,44509100.93,36329993.77
Depreciation Income Statement,48205059.37,45889614.75,44509100.93,36329993.77
Research And Development,177868553.36,119570040.03,6271909.59,0.0
Selling General And Administration,178226159.38,148119833.73,104855973.58,90778281.81
Selling And Marketing Expense,1626451.2,3727098.35,681020.73,1476765.2
General And Administrative Expense,176599708.18,144392735.38,104174952.85,89301516.61
Rent And Landing Fees,73736.0,69976.5,1678575.55,7832649.95
Gross Profit,5441106792.79,4064847618.99,2597490446.48,2079580879.14
Cost Of Revenue,11657498206.52,9520593485.67,5508225617.3,6301963158.77
Total Revenue,17098604999.31,13585441104.66,8105716063.78,8381544037.91
Operating Revenue,17098604999.31,13585441104.66,8105716063.78,8381544037.91
