,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,196246220.73,-362989492.71,1657923931.43,50180285.71
Repayment Of Debt,-1217050000.0,-1027008334.28,-763976318.65,-445276034.05
Issuance Of Debt,500120005.02,1335355994.32,962751371.14,2824799611.61
Capital Expenditure,-972447480.45,-1181402349.5,-1789986372.24,-1759495554.11
End Cash Position,1134335202.61,2742101841.61,2942300875.83,3210481390.93
Beginning Cash Position,2742101841.61,2942300875.83,3210481390.93,1451620422.47
Effect Of Exchange Rate Changes,2054109.13,-2164767.15,517170.32,7917995.44
Changes In Cash,-1609820748.13,-198034267.07,-268697685.42,1750942973.02
Financing Cash Flow,-1235825690.43,-296795898.45,61896170.39,2146601794.01
Net Other Financing Charges,-148047134.06,-90327360.72,282856655.75,104466947.97
Cash Dividends Paid,-341286121.9,-495648597.77,-406957137.85,-305017437.33
Net Issuance Payments Of Debt,-716929994.98,308347660.04,198775052.49,2379523577.56
Net Long Term Debt Issuance,-716929994.98,308347660.04,198775052.49,2379523577.56
Long Term Debt Payments,-1217050000.0,-1027008334.28,-763976318.65,-445276034.05
Long Term Debt Issuance,500120005.02,1335355994.32,962751371.14,2824799611.61
Investing Cash Flow,-1542688758.88,-719651225.41,-3778504159.48,-2205334660.81
Net Other Investing Changes,12902386.5,-1170202.07,-1507004.8,-3136128.8
Net Investment Purchase And Sale,-586187282.42,397463037.85,-1987853344.73,-434161302.78
Sale Of Investment,3002824410.12,7071852168.54,9886627334.23,3632763911.47
Purchase Of Investment,-3589011692.54,-6674389130.69,-11874480678.96,-4066925214.25
Net Business Purchase And Sale,,16491204.03,,-9602684.48
Sale Of Business,,16491204.03,,
Purchase Of Business,,,,-9602684.48
Net PPE Purchase And Sale,-969403862.96,-1132435265.22,-1789143809.95,-1758434544.75
Sale Of PPE,3043617.49,48967084.28,842562.29,1061009.36
Purchase Of PPE,-972447480.45,-1181402349.5,-1789986372.24,-1759495554.11
Operating Cash Flow,1168693701.18,818412856.79,3447910303.67,1809675839.82
Change In Working Capital,-615375069.43,-834165956.57,1837229321.95,-361912754.79
Change In Other Current Assets,-7232909.4,-14428103.31,-27839331.85,-12047751.88
Change In Payable,2193936528.74,-642128514.22,865273077.17,163688349.58
Change In Inventory,-258294282.72,-125957321.26,-17623495.77,-100687904.52
Change In Receivables,-2543784406.05,-51652017.78,1017419072.4,-412865447.97
Other Non Cash Items,133942480.59,111507427.77,93762306.36,60418.29
Depreciation And Amortization,520116156.87,456917349.17,309149456.46,245370621.99
Amortization Cash Flow,42906376.59,48495595.24,42907795.79,34326862.24
Depreciation,477209780.28,408421753.93,266241660.67,211043759.75
Gain Loss On Investment Securities,-176554608.74,7414230.2,-794309.82,-26282550.72
Gain Loss On Sale Of PPE,20704727.74,3554998.13,25769484.54,2063080.31
Net Income From Continuing Operations,1099112051.07,952091433.39,1010671477.49,1822745195.14
Cash Flowsfromusedin Operating Activities Direct,1168693701.18,818412856.79,3447910303.67,1809675839.82
Taxes Refund Paid Direct,-346919478.43,-223289378.56,-244562247.26,-570082802.93
Classesof Cash Payments,-7577077972.17,-7419813140.4,-5773401874.72,-6735541325.44
Other Cash Paymentsfrom Operating Activities,-344522721.69,-258447392.16,-333050420.47,-240729575.19
Paymentson Behalfof Employees,-1000131892.63,-875914238.99,-823821827.39,-667923210.1
Paymentsto Suppliersfor Goodsand Services,-6232423357.85,-6285451509.25,-4616529626.86,-5826888540.15
Classesof Cash Receiptsfrom Operating Activities,9092691151.78,8461515375.75,9465874425.65,9115299968.19
Other Cash Receiptsfrom Operating Activities,214012871.45,125978622.67,258694331.8,119815140.85
Receiptsfrom Customers,8878678280.33,8335536753.08,9207180093.85,8995484827.34
