,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-15813497.056241,-6115657.357674,959079.402577,-309150.587784
Tax Rate For Calcs,0.184341,0.201102,0.376612,0.063091
Normalized EBITDA,890116145.26,605581617.41,339900801.45,533710903.85
Total Unusual Items,-85783987.2,-30410715.19,2546595.61,-4900107.24
Total Unusual Items Excluding Goodwill,-85783987.2,-30410715.19,2546595.61,-4900107.24
Net Income From Continuing Operation Net Minority Interest,479955507.86,278565865.67,66325956.95,295448188.57
Reconciled Depreciation,189105167.98,180914307.69,172497866.03,145132237.91
Reconciled Cost Of Revenue,1972888901.28,2023023691.47,2889192548.59,2044603736.69
EBITDA,804332158.06,575170902.22,342447397.06,528810796.61
EBIT,615226990.08,394256594.53,169949531.03,383678558.7
Net Interest Income,-30637258.0,-35806442.06,-32167244.91,-42413184.27
Interest Expense,35897335.01,51070860.15,64262593.61,64196156.3
Interest Income,8223050.46,19778181.13,37865051.26,24870202.49
Normalized Income,549925998.003759,302860923.502326,64738440.742577,300039145.222216
Net Income From Continuing And Discontinued Operation,479955507.86,278565865.67,66325956.95,295448188.57
Total Expenses,2350112271.07,2368980989.68,3223364945.59,2342336371.25
Rent Expense Supplemental,2547227.52,1658550.69,1522458.95,2926054.92
Total Operating Income As Reported,587462969.3,351476437.43,107889627.03,317917912.16
Diluted Average Shares,802064686.0,802090025.0,802006735.0,802121779.0
Basic Average Shares,802064686.0,802090025.0,802006735.0,802121779.0
Diluted EPS,0.5984,0.3473,0.0827,0.368333
Basic EPS,0.5984,0.3473,0.0827,0.368333
Net Income Common Stockholders,479955507.86,278565865.67,66325956.95,295448188.57
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,479955507.86,278565865.67,66325956.95,295448188.57
Minority Interests,7420000.44,4395488.16,442027.28,-3877885.07
Net Income Including Noncontrolling Interests,472535507.42,274170377.51,65883929.67,299326073.64
Net Income Continuous Operations,472535507.42,274170377.51,65883929.67,299326073.64
Tax Provision,106794147.65,69015356.87,39803007.75,20156328.76
Pretax Income,579329655.07,343185734.38,105686937.42,319482402.4
Other Non Operating Income Expenses,-8133314.23,-8290703.05,-2202689.61,1564490.24
Special Income Charges,-85783987.2,-30410715.19,2097720.61,-5170107.24
Other Special Charges,,,,
Write Off,229105.6,-675163.75,-69852.38,-3338946.31
Impairment Of Capital Assets,85554881.6,31085878.94,-2027868.23,8509053.55
Net Non Operating Interest Income Expense,-30637258.0,-35806442.06,-32167244.91,-42413184.27
Total Other Finance Cost,2962973.45,4513763.04,5769702.56,3087230.46
Interest Expense Non Operating,35897335.01,51070860.15,64262593.61,64196156.3
Interest Income Non Operating,8223050.46,19778181.13,37865051.26,24870202.49
Operating Income,708391458.0,427171868.64,136777619.03,363155321.63
Operating Expense,377223369.79,345957298.21,334172397.0,297732634.56
Other Operating Expenses,67862398.95,57912578.01,49263030.78,49775708.95
Depreciation And Amortization In Income Statement,24400956.63,52905259.37,51204518.27,47581890.54
Depreciation Income Statement,24400956.63,52905259.37,51204518.27,47581890.54
Research And Development,70924046.06,63299283.04,76618464.61,77195142.28
Selling General And Administration,46724119.27,39765782.52,38302459.99,24797906.57
Selling And Marketing Expense,4647747.39,4252009.72,7087325.25,3778274.7
General And Administrative Expense,42076371.88,35513772.8,31215134.74,21019631.87
Rent And Landing Fees,2547227.52,1658550.69,1522458.95,2926054.92
Gross Profit,1085614827.79,773129166.85,470950016.03,660887956.19
Cost Of Revenue,1972888901.28,2023023691.47,2889192548.59,2044603736.69
Total Revenue,3058503729.07,2796152858.32,3360142564.62,2705491692.88
Operating Revenue,3058503729.07,2796152858.32,3360142564.62,2705491692.88
