,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-2959309.8275,-255222.332161,-6606688.5075,-859314.008413
Tax Rate For Calcs,0.25,0.048917,0.25,0.078879
Normalized EBITDA,-43247923.65,44872277.97,146132056.0,467419726.54
Total Unusual Items,-11837239.31,-5217486.65,-26426754.03,-10894061.2
Total Unusual Items Excluding Goodwill,-11837239.31,-5217486.65,-26426754.03,-10894061.2
Net Income From Continuing Operation Net Minority Interest,-92583289.46,11256213.91,64504400.59,268155410.2
Reconciled Depreciation,71968682.34,75071783.51,66080291.64,52292171.32
Reconciled Cost Of Revenue,1699272156.52,1819224454.79,1907282942.01,2135362194.76
EBITDA,-55085162.96,39654791.32,119705301.97,456525665.34
EBIT,-127053845.3,-35416992.19,53625010.33,404233494.02
Net Interest Income,3511891.01,6257326.06,5010547.52,1470685.03
Interest Expense,1316968.23,1758765.71,2153613.22,2177229.34
Interest Income,5792394.03,8371854.65,7790632.99,4003834.13
Normalized Income,-83705359.9775,16218478.227839,84324466.1125,278190157.391587
Net Income From Continuing And Discontinued Operation,-92583289.46,11256213.91,64504400.59,268155410.2
Total Expenses,1792349274.08,1916299320.47,2037734071.87,2302030289.41
Total Operating Income As Reported,-111713241.47,-24174271.82,53059520.83,411291431.11
Diluted Average Shares,215009962.0,215223975.0,215014669.0,215023182.0
Basic Average Shares,215009962.0,215223975.0,215014669.0,215023182.0
Diluted EPS,-0.4306,0.0523,0.3,1.2471
Basic EPS,-0.4306,0.0523,0.3,1.2471
Net Income Common Stockholders,-92583289.46,11256213.91,64504400.59,268155410.2
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-92583289.46,11256213.91,64504400.59,268155410.2
Minority Interests,36655286.59,46613455.68,7209229.18,-102187008.37
Net Income Including Noncontrolling Interests,-129238576.05,-35357241.77,57295171.41,370342418.57
Net Income Continuous Operations,-129238576.05,-35357241.77,57295171.41,370342418.57
Tax Provision,867762.52,-1818516.13,-5823774.3,31713846.11
Pretax Income,-128370813.53,-37175757.9,51471397.11,402056264.68
Other Non Operating Income Expenses,-16657572.06,-13001486.08,-1588123.72,-9235166.43
Special Income Charges,-11837239.31,-5217486.65,-26477447.27,-10843367.96
Other Special Charges,-17304.97,232654.8,-11554.51,4855370.09
Write Off,-1037708.31,3531727.27,3454705.05,3095574.77
Impairment Of Capital Assets,12892252.59,1453104.58,23034296.73,2892423.1
Net Non Operating Interest Income Expense,3511891.01,6257326.06,5010547.52,1470685.03
Total Other Finance Cost,963534.79,355762.88,626472.25,355919.76
Interest Expense Non Operating,1316968.23,1758765.71,2153613.22,2177229.34
Interest Income Non Operating,5792394.03,8371854.65,7790632.99,4003834.13
Operating Income,-101632715.25,-29599239.77,73310546.41,412234403.05
Operating Expense,93077117.56,97074865.68,130451129.86,166668094.65
Other Operating Expenses,7371295.14,8600000.36,10609121.32,16593211.27
Depreciation And Amortization In Income Statement,3194513.74,5430142.46,3297326.65,2513569.61
Amortization,1455096.67,1446468.58,1263594.12,1098107.4
Depreciation Income Statement,1739417.07,3983673.88,2033732.53,1415462.21
Research And Development,48781672.28,58823957.7,77849299.44,93914000.34
Selling General And Administration,12379611.08,14550134.23,17243430.16,13066625.65
Selling And Marketing Expense,2765183.69,4388944.85,8376425.41,5849735.55
General And Administrative Expense,9614427.39,10161189.38,8867004.75,7216890.1
Gross Profit,-8555597.69,67475625.91,203761676.27,578902497.7
Cost Of Revenue,1699272156.52,1819224454.79,1907282942.01,2135362194.76
Total Revenue,1690716558.83,1886700080.7,2111044618.28,2714264692.46
Operating Revenue,1690716558.83,1886700080.7,2111044618.28,2714264692.46
