,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,477700564.06,-374285227.68,-52697540.29,22132056.6
Repayment Of Debt,-1254700000.0,-900700000.0,-386792300.0,-913200000.0
Issuance Of Debt,1532317000.0,1301400000.0,755000000.0,582792300.0
Capital Expenditure,-459911175.47,-449129337.91,-785102541.76,-132803236.21
End Cash Position,412758369.42,307299760.13,620984824.85,324160654.66
Beginning Cash Position,307299760.13,620984824.85,324160654.66,647310077.72
Effect Of Exchange Rate Changes,-16091958.1,6572290.45,-1115900.05,8528745.86
Changes In Cash,121550567.39,-320257355.17,297940070.24,-331678168.92
Financing Cash Flow,-362412003.19,-22766271.89,389860316.22,-366566174.73
Net Other Financing Charges,-574034883.76,-371919598.5,83643133.16,-474406.55
Cash Dividends Paid,-64794119.43,-51546673.39,-61990516.94,-35684068.18
Net Issuance Payments Of Debt,277617000.0,400700000.0,368207700.0,-330407700.0
Net Long Term Debt Issuance,277617000.0,400700000.0,368207700.0,-330407700.0
Long Term Debt Payments,-1254700000.0,-900700000.0,-386792300.0,-913200000.0
Long Term Debt Issuance,1532317000.0,1301400000.0,755000000.0,582792300.0
Investing Cash Flow,-453649168.95,-372335193.51,-824325247.45,-120047287.0
Net Other Investing Changes,,16683266.1,150150.0,
Net Investment Purchase And Sale,4390502.05,47169464.99,-46171940.4,-12618549.42
Sale Of Investment,4690502.05,231652733.49,793828059.6,441481450.58
Purchase Of Investment,-300000.0,-184483268.5,-840000000.0,-454100000.0
Net Business Purchase And Sale,,1165408.38,,510618.61
Sale Of Business,,1165408.38,,510618.61
Purchase Of Business,,,,
Net PPE Purchase And Sale,-458039671.0,-437353332.98,-778303457.05,-107939356.19
Sale Of PPE,1871504.47,11776004.93,6799084.71,24863880.02
Purchase Of PPE,-459911175.47,-449129337.91,-785102541.76,-132803236.21
Operating Cash Flow,937611739.53,74844110.23,732405001.47,154935292.81
Change In Working Capital,-118622687.73,-371513728.8,562931539.05,-17248071.59
Change In Other Current Assets,-4645836.09,-14572817.43,6822437.92,1926801.91
Change In Payable,-118611839.32,588613920.93,270950429.62,43180537.7
Change In Inventory,-300054667.32,-10972251.19,-16829087.98,-23208490.87
Change In Receivables,304689655.0,-934582581.11,301987759.49,-39146920.33
Other Non Cash Items,106827310.49,74444890.72,18748150.62,19935309.07
Depreciation And Amortization,632221864.7,298018113.38,93479803.63,81114959.43
Amortization Cash Flow,2953264.83,2552269.94,2135985.63,2151359.61
Depreciation,629268599.87,295465843.44,91343818.0,78963599.82
Gain Loss On Investment Securities,-59654639.29,-11666246.29,-1149554.25,-12382270.55
Gain Loss On Sale Of PPE,-262046.94,-2868434.0,-3519058.53,-5995736.54
Net Income From Continuing Operations,294044701.4,26629711.72,39019765.19,65424461.88
Cash Flowsfromusedin Operating Activities Direct,937611739.53,74844110.23,732405001.47,154935292.81
Taxes Refund Paid Direct,-123328404.95,-71693510.24,-71682750.3,-64504326.81
Classesof Cash Payments,-6962719449.61,-4354386359.99,-1559378070.46,-1545285783.4
Other Cash Paymentsfrom Operating Activities,-661403277.59,-684396013.71,-163137812.04,-206092722.74
Paymentson Behalfof Employees,-360900106.64,-257593863.54,-207275399.83,-190469202.96
Paymentsto Suppliersfor Goodsand Services,-5940416065.38,-3412396482.74,-1188964858.59,-1148723857.7
Classesof Cash Receiptsfrom Operating Activities,8023659594.08,4500923980.46,2363465822.23,1764725403.02
Other Cash Receiptsfrom Operating Activities,600107156.98,1037287671.15,92095887.1,77522527.53
Receiptsfrom Customers,7423552437.1,3463636309.31,2271369935.13,1687202875.49
