,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,236759000.0,238400000.0,238400000.0,238400000.0
Share Issued,236759000.0,238400000.0,238400000.0,238400000.0
Total Debt,4046547.61,4872390.15,6348872.19,4418080.62
Tangible Book Value,2010858777.84,2062277709.98,2031936670.28,2000831611.55
Invested Capital,2022105315.52,2074539531.41,2046842260.99,2013206665.58
Working Capital,1585126084.19,1650398300.35,1705866780.22,1789058942.46
Net Tangible Assets,2010858777.84,2062277709.98,2031936670.28,2000831611.55
Capital Lease Obligations,1937970.66,2674909.61,3205294.4,902650.86
Common Stock Equity,2022105315.52,2074539531.41,2045674050.18,2013206665.58
Total Capitalization,2022105315.52,2074539531.41,2045674050.18,2013206665.58
Total Equity Gross Minority Interest,2024508210.82,2077742717.43,2045674050.18,2013206665.58
Minority Interest,2402895.3,3203186.02,,
Stockholders Equity,2022105315.52,2074539531.41,2045674050.18,2013206665.58
Treasury Stock,50029568.84,47802372.34,93216082.57,93216082.57
Retained Earnings,965414407.07,972781275.01,965417979.45,947178639.94
Additional Paid In Capital,747211281.38,793372653.72,802590390.74,802590390.74
Capital Stock,236759000.0,238400000.0,238400000.0,238400000.0
Common Stock,236759000.0,238400000.0,238400000.0,238400000.0
Total Liabilities Net Minority Interest,429408230.46,371460432.72,324149413.01,318693427.24
Total Non Current Liabilities Net Minority Interest,53570088.79,55536509.82,47028740.48,44158999.76
Other Non Current Liabilities,18491334.25,23617863.52,10913992.72,19046747.1
Non Current Deferred Revenue,32290595.44,27702768.42,31046290.86,24209601.8
Non Current Deferred Taxes Liabilities,850188.44,1540968.27,1863162.5,
Long Term Debt And Capital Lease Obligation,1937970.66,2674909.61,3205294.4,902650.86
Long Term Capital Lease Obligation,1937970.66,2674909.61,3205294.4,902650.86
Current Liabilities,375838141.67,315923922.9,277120672.53,274534427.48
Other Current Liabilities,1898052.45,2197012.68,3329728.55,1356694.69
Current Debt And Capital Lease Obligation,2108576.95,2197480.54,3143577.79,3515429.76
Current Debt,,,1168210.81,
Payables,225286442.52,167924792.49,136985879.25,194484438.83
Other Payable,50751318.78,38691105.3,31166807.72,40966171.69
Total Tax Payable,11785091.72,8345005.41,8081985.23,31952447.87
Accounts Payable,162750032.02,120888681.78,97737086.3,121565819.27
Total Assets,2453916441.28,2449203150.15,2369823463.19,2331900092.82
Total Non Current Assets,492952215.42,482880926.9,386836010.44,268306722.88
Other Non Current Assets,737354.41,4125266.83,783539.84,3226498.31
Non Current Deferred Assets,3347471.72,6918105.54,13433042.09,15459919.25
Non Current Deferred Taxes Assets,22816437.08,19161617.97,14656977.76,14742978.34
Investmentin Financial Assets,235618883.65,232318883.65,129944716.98,
Held To Maturity Securities,105674166.67,102374166.67,,
Available For Sale Securities,129944716.98,129944716.98,129944716.98,
Goodwill And Other Intangible Assets,11246537.68,12261821.43,13737379.9,12375054.03
Other Intangible Assets,11246537.68,12261821.43,13737379.9,12375054.03
Net PPE,219185530.88,208095231.48,214280353.87,222502272.95
Accumulated Depreciation,-232763614.91,-190380970.05,-168002824.03,-129327708.04
Gross PPE,451949145.79,398476201.53,382283177.9,351829980.99
Construction In Progress,14146697.83,4605020.62,5050275.38,7856359.7
Other Properties,254879440.71,219234826.81,206166793.43,175851036.94
Machinery Furniture Equipment,47848830.05,44218360.82,40648115.81,37704591.07
Properties,135074177.2,130417993.28,130417993.28,130417993.28
Current Assets,1960964225.86,1966322223.25,1982987452.75,2063593369.94
Other Current Assets,34799901.89,25601172.14,26769577.64,12204497.14
Prepaid Assets,17915340.84,29910315.06,29583658.74,29821267.95
Inventory,186094551.13,182862121.17,175082618.78,133460547.38
Inventories Adjustments Allowances,0.0,0.0,0.0,
Other Inventories,93775662.28,89931464.85,79548638.43,52415667.05
Finished Goods,15804630.25,20226331.77,20392372.12,14676665.31
Work In Process,34754979.73,24870788.1,24722168.69,22730282.52
Raw Materials,41759278.87,47833536.45,50419439.54,43637932.5
Other Receivables,63398819.13,61704135.24,53557843.12,100939483.8
Accounts Receivable,520442395.43,426736592.83,365064987.96,374246455.99
Allowance For Doubtful Accounts Receivable,-90195310.19,-65396764.91,-46683818.0,-53549646.51
Gross Accounts Receivable,610637705.62,492133357.74,411748805.96,427796102.5
Cash Cash Equivalents And Short Term Investments,1138313217.44,1239507886.81,1332928766.51,1412921117.68
Other Short Term Investments,448000000.0,664550000.0,732500000.0,828000000.0
Cash And Cash Equivalents,690313217.44,574957886.81,600428766.51,584921117.68
Cash Equivalents,295772367.1,4985725.96,20740234.63,16603337.36
Cash Financial,394540850.34,569972160.85,579688531.88,568317780.32
