,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1391117.71,58569695.93,-605620801.4,-667141937.33
Repayment Of Debt,-1292491073.33,-1174703048.0,-1127500000.0,-795000000.0
Issuance Of Debt,1378000000.0,886676951.62,1985107611.71,917509558.0
Capital Expenditure,-440654550.98,-391008654.19,-700166838.33,-702943397.24
End Cash Position,1055127716.93,1160499305.1,767582601.83,571740129.89
Beginning Cash Position,1160499305.1,767582601.83,571740129.89,447972401.97
Effect Of Exchange Rate Changes,4869133.65,-1538083.83,16941566.29,-6769039.94
Changes In Cash,-110240721.82,394454787.1,178900905.65,130536767.86
Financing Cash Flow,-250676027.99,328066469.02,624230306.99,-187234224.81
Net Other Financing Charges,85857344.16,658666530.35,14114908.95,116465943.89
Cash Dividends Paid,-422042298.82,-42573964.95,-247492213.67,-426209726.7
Net Issuance Payments Of Debt,85508926.67,-288026096.38,857607611.71,122509558.0
Net Long Term Debt Issuance,85508926.67,-288026096.38,857607611.71,122509558.0
Long Term Debt Payments,-1292491073.33,-1174703048.0,-1127500000.0,-795000000.0
Long Term Debt Issuance,1378000000.0,886676951.62,1985107611.71,917509558.0
Investing Cash Flow,-301610362.52,-383190032.04,-539875438.27,281969532.76
Net Investment Purchase And Sale,107628644.36,3528367.83,159926791.78,804416849.23
Sale Of Investment,2507762059.3,823528367.83,329926791.78,2545014849.23
Purchase Of Investment,-2400133414.94,-820000000.0,-170000000.0,-1740598000.0
Net Business Purchase And Sale,,,,180163221.33
Sale Of Business,,,,180163221.33
Net PPE Purchase And Sale,-409239006.88,-386718399.87,-699802230.05,-702610537.8
Sale Of PPE,31415544.1,4290254.32,364608.28,332859.44
Purchase Of PPE,-440654550.98,-391008654.19,-700166838.33,-702943397.24
Operating Cash Flow,442045668.69,449578350.12,94546036.93,35801459.91
Change In Working Capital,-283936353.74,-377752989.06,-327218937.12,-350346343.83
Change In Other Current Assets,-29221649.96,-20524086.29,-41320384.72,-3189295.23
Change In Payable,-82549616.6,-352479771.96,-4406674.07,-264989287.46
Change In Inventory,10817958.54,66193162.93,-90384141.18,-36287712.85
Change In Receivables,-182983045.72,-70942293.74,-191107737.15,-45880048.29
Other Non Cash Items,42546936.87,45249855.55,53091302.55,30426103.43
Depreciation And Amortization,249216865.5,219583954.95,184123446.71,153187787.26
Amortization Cash Flow,130045472.17,103314861.74,72957481.62,55762127.13
Depreciation,119171393.33,116269093.21,111165965.09,97425660.13
Gain Loss On Investment Securities,-117393882.36,60470790.9,-227721916.3,-420765439.12
Gain Loss On Sale Of PPE,-30617254.86,1999699.12,844924.73,747894.54
Net Income From Continuing Operations,466199976.79,295562833.48,391714055.0,517582477.46
Cash Flowsfromusedin Operating Activities Direct,442045668.69,449578350.12,94546036.93,35801459.91
Taxes Refund Paid Direct,-414036518.62,-329113247.76,-197087780.59,-173377558.46
Classesof Cash Payments,-3193388820.68,-2956588764.49,-2778738704.63,-2914773237.74
Other Cash Paymentsfrom Operating Activities,-1339545550.94,-1286957340.41,-1140388339.66,-1345779219.38
Paymentson Behalfof Employees,-1087788201.91,-910268626.06,-653699399.05,-557433288.04
Paymentsto Suppliersfor Goodsand Services,-766055067.83,-759362798.02,-984650965.92,-1011560730.32
Classesof Cash Receiptsfrom Operating Activities,4049471007.99,3735280362.37,3070372522.15,3123952256.11
Other Cash Receiptsfrom Operating Activities,297405346.91,190554657.5,54484102.51,149141773.55
Receiptsfrom Customers,3752065661.08,3544725704.87,3015888419.64,2974810482.56
