,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,20906423.95,-27418318.57,40015479.36,-81214516.67
Repayment Of Debt,-1691033.54,-100500000.0,,
Issuance Of Debt,41313788.79,116539380.16,,
Capital Expenditure,-82745876.14,-60626598.31,-7167661.44,-1428077.75
End Cash Position,80144128.53,43637143.73,171128070.16,358797547.54
Beginning Cash Position,43637143.73,171128070.16,358797547.54,223592310.28
Effect Of Exchange Rate Changes,789590.88,748262.84,57258.94,-124981.02
Changes In Cash,35717393.92,-128239189.27,-187726736.32,135330218.28
Financing Cash Flow,57811672.29,-186451655.24,18706529.26,361996035.63
Net Other Financing Charges,19900354.02,-202256507.05,18706529.26,361996035.63
Cash Dividends Paid,-1711436.98,-234528.35,,
Net Issuance Payments Of Debt,39622755.25,16039380.16,,
Net Long Term Debt Issuance,39622755.25,16039380.16,,
Long Term Debt Payments,-1691033.54,-100500000.0,,
Long Term Debt Issuance,41313788.79,116539380.16,,
Investing Cash Flow,-125746578.46,25004186.23,-253616406.38,-146879378.43
Net Other Investing Changes,-161730000.0,30950000.0,-442627463.53,-533054783.83
Net Investment Purchase And Sale,118729197.68,54643284.54,159264417.96,333549019.15
Sale Of Investment,118755615.95,54643284.54,159264417.96,333549019.15
Purchase Of Investment,-26418.27,,,
Net Business Purchase And Sale,,,35465320.0,51307980.0
Sale Of Business,,,35465320.0,51307980.0
Net PPE Purchase And Sale,-82745776.14,-60589098.31,-5718680.81,1318406.25
Sale Of PPE,100.0,37500.0,1448980.63,2746484.0
Purchase Of PPE,-82745876.14,-60626598.31,-7167661.44,-1428077.75
Operating Cash Flow,103652300.09,33208279.74,47183140.8,-79786438.92
Change In Working Capital,-13866878.66,-212956295.29,-39681783.22,-89071258.03
Change In Other Current Assets,528807.32,0.0,0.0,0.0
Change In Payable,62128312.25,21051170.93,26383470.86,683634849.4
Change In Inventory,-49696194.29,-146649277.88,15384970.05,137052.52
Change In Receivables,-26827803.94,-87358188.34,-81450224.13,-772843159.95
Other Non Cash Items,2744394.16,294511.05,65770.99,76210.0
Depreciation And Amortization,41933519.08,37082403.79,36534904.52,39509437.81
Amortization Cash Flow,1342681.41,1340498.56,1333933.2,1336644.4
Depreciation,40590837.67,35741905.23,35200971.32,38172793.41
Gain Loss On Investment Securities,-1654186.26,78197422.35,35450744.99,-394464755.7
Gain Loss On Sale Of PPE,55826.84,497181.25,667396.54,3033505.97
Net Income From Continuing Operations,63091852.11,129206275.84,27732121.22,207887321.73
Cash Flowsfromusedin Operating Activities Direct,103652300.09,33208279.74,47183140.8,-79786438.92
Taxes Refund Paid Direct,-36825750.12,-41120783.39,-23632130.91,-16727223.2
Classesof Cash Payments,-781337810.53,-619498203.42,-424204285.48,-475551029.87
Other Cash Paymentsfrom Operating Activities,-106515937.88,-133833706.98,-50311201.83,-78224441.72
Paymentson Behalfof Employees,-104593863.08,-72997325.9,-67076075.45,-64593855.95
Paymentsto Suppliersfor Goodsand Services,-570228009.57,-412667170.54,-306817008.2,-332732732.2
Classesof Cash Receiptsfrom Operating Activities,921815860.74,693827266.55,495019557.19,412491814.15
Other Cash Receiptsfrom Operating Activities,39568513.16,67613331.51,56629376.86,52386080.11
Receiptsfrom Customers,882247347.58,626213935.04,438390180.33,360105734.04
