,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,2391668331.0,2391668331.0,2391668331.0,2391668331.0
Share Issued,2391668331.0,2391668331.0,2391668331.0,2391668331.0
Total Debt,85672632.51,16254808.14,1041898.57,1803832.02
Tangible Book Value,2151667706.82,2105287110.95,1876982692.14,1846925182.85
Invested Capital,2250018509.58,2169783732.86,1928304557.04,1899552769.76
Working Capital,1611357738.64,1437278316.31,1289646614.18,1046098666.11
Net Tangible Assets,2151667706.82,2105287110.95,1876982692.14,1846925182.85
Capital Lease Obligations,16926634.38,,215402.38,1039815.3
Common Stock Equity,2200339135.11,2155301220.65,1928304557.04,1899552769.76
Total Capitalization,2250018509.58,2169783732.86,1928304557.04,1899552769.76
Total Equity Gross Minority Interest,2286571401.7,2196356328.22,1947888957.73,1905221853.24
Minority Interest,86232266.59,41055107.57,19584400.69,5669083.48
Stockholders Equity,2200339135.11,2155301220.65,1928304557.04,1899552769.76
Treasury Stock,12803742.8,,,
Retained Earnings,-2458053254.05,-2515474940.35,-2644187659.18,-2671911044.7
Additional Paid In Capital,2218346768.94,2218346768.94,2121181659.5,2121181659.5
Capital Stock,2391668331.0,2391668331.0,2391668331.0,2391668331.0
Common Stock,2391668331.0,2391668331.0,2391668331.0,2391668331.0
Total Liabilities Net Minority Interest,576236051.39,451064881.12,732820674.61,745686995.59
Total Non Current Liabilities Net Minority Interest,99522718.57,53774188.28,285544271.48,328545856.85
Other Non Current Liabilities,9400798.58,5913196.1,230772609.13,241040704.88
Non Current Deferred Taxes Liabilities,23515911.14,33378479.97,54556259.97,86465336.67
Long Term Debt And Capital Lease Obligation,66606008.85,14482512.21,215402.38,1039815.3
Long Term Capital Lease Obligation,16926634.38,,215402.38,1039815.3
Long Term Debt,49679374.47,14482512.21,,
Current Liabilities,476713332.82,397290692.84,447276403.13,417141138.74
Other Current Liabilities,43190685.35,79382691.35,52544786.5,37709044.99
Current Debt And Capital Lease Obligation,19066623.66,1772295.93,826496.19,764016.72
Payables,344796334.6,178410500.21,360384111.91,344669923.38
Other Payable,100999765.14,75987161.3,285096834.98,284579308.28
Total Tax Payable,9277495.32,3410474.25,17196792.51,10067810.33
Accounts Payable,234519074.14,99012864.66,58090484.42,50022804.77
Total Assets,2862807453.09,2647421209.34,2680709632.34,2650908848.83
Total Non Current Assets,774736381.63,812852200.19,943786615.03,1187669043.98
Other Non Current Assets,3088867.0,,,
Non Current Deferred Assets,310029.67,390907.03,232446.66,
Non Current Deferred Taxes Assets,24044718.46,33378479.97,54556259.97,86465336.67
Investmentin Financial Assets,240262981.64,357719571.73,486870302.17,664587966.03
Available For Sale Securities,240262981.64,357719571.73,486870302.17,664587966.03
Long Term Equity Investment,30239017.99,30446799.32,36030121.17,41152179.92
Investment Properties,37258516.55,38505491.55,42184611.19,39704434.07
Goodwill And Other Intangible Assets,48671428.29,50014109.7,51321864.9,52627586.91
Other Intangible Assets,48671428.29,50014109.7,51321864.9,52627586.91
Net PPE,390860822.03,302396840.89,272591008.97,303131540.38
Accumulated Depreciation,-366409585.46,-340366130.11,-314644839.57,-291503852.45
Gross PPE,757270407.49,642762971.0,587235848.54,594635392.83
Construction In Progress,33849567.1,9246895.58,3961301.35,
Other Properties,138831315.43,58095432.39,6346902.11,7425494.82
Machinery Furniture Equipment,237908262.01,228739380.08,230246382.13,232946570.64
Properties,346681262.95,346681262.95,346681262.95,354263327.37
Current Assets,2088071071.46,1834569009.15,1736923017.31,1463239804.85
Other Current Assets,18425086.69,12968189.86,6200951.63,13686852.82
Assets Held For Sale Current,,,,2300180.95
Prepaid Assets,56792854.7,40266182.74,44057417.34,40531695.25
Inventory,379833960.46,337246762.16,195775595.28,215580006.87
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,53771715.59,
Finished Goods,179495839.65,173883433.21,94325539.14,77355114.78
Work In Process,76311608.76,94864975.05,44710241.68,88488089.75
Raw Materials,124026512.05,68498353.9,56739814.46,49736802.34
Other Receivables,119548270.37,141991046.91,106031614.7,104179625.7
Accounts Receivable,305069910.34,310160502.07,250449557.17,195736181.09
Allowance For Doubtful Accounts Receivable,-40247827.42,-38105258.04,-49807248.08,-63351025.8
Gross Accounts Receivable,345317737.76,348265760.11,300256805.25,259087206.89
Cash Cash Equivalents And Short Term Investments,1208400988.9,991936325.41,1134407881.19,891225262.17
Other Short Term Investments,1092806963.66,926244761.45,955301901.85,517166584.43
Cash And Cash Equivalents,115594025.24,65691563.96,179105979.34,374058677.74
Cash Equivalents,37648383.29,17554442.46,7977909.18,15261130.2
Cash Financial,77945641.95,48137121.5,171128070.16,358797547.54
