,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-139589.286118,-5747984.533579,-6309742.274615,-3060046.962418
Tax Rate For Calcs,0.006541,0.151038,0.266901,0.122323
Normalized EBITDA,-145909583.3,-24378375.85,-13687837.51,264171989.92
Total Unusual Items,-21341411.98,-38056622.27,-23640787.9,-25016079.93
Total Unusual Items Excluding Goodwill,-21341411.98,-38056622.27,-23640787.9,-25016079.93
Net Income From Continuing Operation Net Minority Interest,-237796262.46,-100841003.97,-64926458.36,180068723.99
Reconciled Depreciation,43716324.93,39832117.74,39178375.62,32693370.58
Reconciled Cost Of Revenue,138302140.39,218167639.57,197001536.17,339872572.37
EBITDA,-167250995.28,-62434998.12,-37328625.41,239155909.99
EBIT,-210967320.21,-102267115.86,-76507001.03,206462539.41
Net Interest Income,-23283791.38,-9714167.48,-1655116.11,4102694.23
Interest Expense,33253646.73,16514370.03,12057339.77,1297353.2
Interest Income,10638413.58,7670649.94,10604089.03,5598003.79
Normalized Income,-216594439.766118,-68532366.233579,-47595412.734615,202024756.957582
Net Income From Continuing And Discontinued Operation,-237796262.46,-100841003.97,-64926458.36,180068723.99
Total Expenses,357244447.68,458088560.76,445637588.77,547074763.62
Total Operating Income As Reported,-243725706.57,-118774270.13,-77694946.44,205567832.7
Diluted Average Shares,144997721.0,146146383.0,147560133.0,146397337.0
Basic Average Shares,144997721.0,146146383.0,147560133.0,146397337.0
Diluted EPS,-1.64,-0.69,-0.44,1.23
Basic EPS,-1.64,-0.69,-0.44,1.23
Net Income Common Stockholders,-237796262.46,-100841003.97,-64926458.36,180068723.99
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-237796262.46,-100841003.97,-64926458.36,180068723.99
Minority Interests,4827311.09,,,
Net Income Including Noncontrolling Interests,-242623573.55,-100841003.97,-64926458.36,180068723.99
Net Income Continuous Operations,-242623573.55,-100841003.97,-64926458.36,180068723.99
Tax Provision,-1597393.39,-17940481.92,-23637882.44,25096462.22
Pretax Income,-244220966.94,-118781485.89,-88564340.8,205165186.21
Other Non Operating Income Expenses,-495260.37,-7215.76,-10869394.36,-402646.49
Special Income Charges,-21341411.98,-39331622.27,-23640787.9,-25016079.93
Other Special Charges,-400805.33,-19529.88,-226322.31,-221072.3
Write Off,17263977.64,23074458.85,20987776.42,23906853.89
Impairment Of Capital Assets,4478239.67,16276693.3,2879333.79,1330298.34
Net Non Operating Interest Income Expense,-23283791.38,-9714167.48,-1655116.11,4102694.23
Total Other Finance Cost,668558.23,870447.39,201865.37,197956.36
Interest Expense Non Operating,33253646.73,16514370.03,12057339.77,1297353.2
Interest Income Non Operating,10638413.58,7670649.94,10604089.03,5598003.79
Operating Income,-199652432.49,-71791953.17,-54163142.26,222262204.16
Operating Expense,218942307.29,239920921.19,248636052.6,207202191.25
Other Operating Expenses,1644212.0,501166.65,1946082.65,7387947.67
Depreciation And Amortization In Income Statement,6320608.24,4002322.08,3676246.2,4792748.93
Depreciation Income Statement,6320608.24,4002322.08,3676246.2,4792748.93
Research And Development,106019754.94,130329080.75,128261104.97,86399668.24
Selling General And Administration,89464806.87,98815011.19,98619726.18,90258714.73
Selling And Marketing Expense,35023853.77,42801641.8,43528879.59,41388412.59
General And Administrative Expense,54440953.1,56013369.39,55090846.59,48870302.14
Gross Profit,19289874.8,168128968.02,194472910.34,429464395.41
Cost Of Revenue,138302140.39,218167639.57,197001536.17,339872572.37
Total Revenue,157592015.19,386296607.59,391474446.51,769336967.78
Operating Revenue,157592015.19,386296607.59,391474446.51,769336967.78
