,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-101352460.92,-124770605.58,-144969823.61,-151147232.54
Repayment Of Debt,-28000000.0,,,-50000000.0
Issuance Of Debt,101000000.0,28000000.0,546698113.21,
Capital Expenditure,-80680093.56,-88447286.77,-75190262.39,-90427040.76
End Cash Position,377105684.13,484058063.72,690721529.98,347989561.35
Beginning Cash Position,484058063.72,690721529.98,347989561.35,592478327.35
Effect Of Exchange Rate Changes,3032.41,-319800.67,,-7181.47
Changes In Cash,-106955412.0,-206343665.59,342731968.63,-244481584.53
Financing Cash Flow,4839543.48,-37272722.07,494823742.41,-85984166.23
Net Other Financing Charges,-34894437.12,-34235629.77,-7795250.8,-6405838.71
Cash Dividends Paid,-33266019.4,-31037092.3,-44079120.0,-29578327.52
Net Issuance Payments Of Debt,73000000.0,28000000.0,546698113.21,-50000000.0
Net Long Term Debt Issuance,73000000.0,28000000.0,546698113.21,-50000000.0
Long Term Debt Payments,-28000000.0,,,-50000000.0
Long Term Debt Issuance,101000000.0,28000000.0,546698113.21,
Investing Cash Flow,-91122588.12,-132747624.71,-82312212.56,-97777226.52
Net Other Investing Changes,44000000.0,-30500000.0,3500000.0,-3500000.0
Net Investment Purchase And Sale,-54695274.36,-13828797.94,-10628450.17,-4164185.76
Sale Of Investment,8244725.64,2911202.06,1946349.83,4219014.24
Purchase Of Investment,-62940000.0,-16740000.0,-12574800.0,-8383200.0
Net PPE Purchase And Sale,-80427313.76,-88418826.77,-75183762.39,-90113040.76
Sale Of PPE,252779.8,28460.0,6500.0,314000.0
Purchase Of PPE,-80680093.56,-88447286.77,-75190262.39,-90427040.76
Operating Cash Flow,-20672367.36,-36323318.81,-69779561.22,-60720191.78
Change In Working Capital,133759511.51,-31673457.89,-83786571.9,-298096500.52
Change In Other Current Assets,-1407651.23,-17940481.92,-24831168.26,-3506458.77
Change In Payable,-56165009.34,-118973758.71,23828411.59,148193063.89
Change In Inventory,12803067.26,62048757.31,-90611539.2,-50747222.31
Change In Receivables,178529104.82,43192025.43,7827723.97,-392035883.33
Other Non Cash Items,23512155.97,19028038.02,16676586.55,3460077.13
Depreciation And Amortization,43716324.93,39832117.74,39178375.62,32693370.58
Amortization Cash Flow,2578229.64,1618616.62,1358222.83,1111653.91
Depreciation,41138095.29,38213501.12,37820152.79,31581716.67
Gain Loss On Investment Securities,-549129.35,-2063472.79,-1946349.83,-4219014.24
Gain Loss On Sale Of PPE,-229874.18,-12314.12,-222126.49,135999.05
Net Income From Continuing Operations,-242623573.55,-100841003.97,-64926458.36,180068723.99
Cash Flowsfromusedin Operating Activities Direct,-20672367.36,-36323318.81,-69779561.22,-60720191.78
Taxes Refund Paid Direct,-893725.8,-16563986.73,-33332683.9,-40732824.65
Classesof Cash Payments,-502657539.97,-536753149.6,-537007833.43,-490497554.84
Other Cash Paymentsfrom Operating Activities,-121720783.45,-137216257.53,-116568149.28,-111768303.93
Paymentson Behalfof Employees,-137134343.21,-130749057.43,-153903309.09,-117521700.61
Paymentsto Suppliersfor Goodsand Services,-243802413.31,-268787834.64,-266536375.06,-261207550.3
Classesof Cash Receiptsfrom Operating Activities,482878898.41,516993817.52,500560956.11,470510187.71
Other Cash Receiptsfrom Operating Activities,63954207.26,75256260.84,50617110.36,36885635.96
Receiptsfrom Customers,418924691.15,441737556.68,449943845.75,433624551.75
