,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,146942301.0,146940885.0,146940623.0,146930400.0
Share Issued,146942301.0,146940885.0,146940623.0,146930400.0
Net Debt,225689772.71,13956857.04,,
Total Debt,617538102.91,523357877.69,455908311.22,21785006.88
Tangible Book Value,828981350.21,1135180898.59,1295572148.02,1279711425.59
Invested Capital,1467264305.37,1669647614.36,1761340563.6,1304692228.09
Working Capital,638639304.86,984912801.31,1229250951.38,826038718.46
Net Tangible Assets,828981350.21,1135180898.59,1295572148.02,1279711425.59
Capital Lease Obligations,9199709.22,8797805.15,7048249.71,12848188.03
Common Stock Equity,864449848.53,1171613693.6,1321735064.01,1304692228.09
Total Capitalization,1364586653.92,1641541774.36,1761340563.6,1304692228.09
Total Equity Gross Minority Interest,867142542.44,1171613693.6,1321735064.01,1304692228.09
Minority Interest,2692693.91,,,
Stockholders Equity,864449848.53,1171613693.6,1321735064.01,1304692228.09
Other Equity Interest,124220723.45,124231595.14,124233629.34,
Treasury Stock,60639369.0,19975351.0,,
Retained Earnings,35959986.43,302524962.69,432754108.66,541683466.15
Additional Paid In Capital,552820816.13,552746211.25,552716934.54,552368466.45
Capital Stock,146942301.0,146940885.0,146940623.0,146930400.0
Common Stock,146942301.0,146940885.0,146940623.0,146930400.0
Total Liabilities Net Minority Interest,867424599.75,823884343.69,887935655.22,460240397.31
Total Non Current Liabilities Net Minority Interest,509336514.61,478917135.91,446653749.3,12848188.03
Non Current Deferred Taxes Liabilities,,191250.0,,
Long Term Debt And Capital Lease Obligation,509336514.61,478725885.91,446653749.3,12848188.03
Long Term Capital Lease Obligation,9199709.22,8797805.15,7048249.71,12848188.03
Long Term Debt,500136805.39,469928080.76,439605499.59,
Current Liabilities,358088085.14,344967207.78,441281905.92,447392209.28
Other Current Liabilities,875895.66,,,314718.96
Current Debt And Capital Lease Obligation,108201588.3,44631991.78,9254561.92,8936818.85
Current Debt,102677651.45,28105840.0,,
Payables,240830387.58,285182520.02,419754503.46,434159662.88
Other Payable,13626782.93,16268355.43,11537025.46,37935055.2
Total Tax Payable,2200801.74,1293231.46,36603558.78,55337353.36
Accounts Payable,225002802.91,267620933.13,371613919.22,340887254.32
Total Assets,1734567142.19,1995498037.29,2209670719.23,1764932625.4
Total Non Current Assets,737839752.19,665618028.2,539137861.93,491501697.66
Other Non Current Assets,36027997.03,48265529.31,72795593.91,104740517.06
Non Current Deferred Assets,1341039.39,696748.91,2890616.23,4900773.19
Non Current Deferred Taxes Assets,53890234.25,52482583.02,34350851.1,9443461.97
Investmentin Financial Assets,60826986.3,30958000.0,20958000.0,20958000.0
Available For Sale Securities,60826986.3,30958000.0,20958000.0,20958000.0
Long Term Equity Investment,17856018.83,4617270.73,,
Goodwill And Other Intangible Assets,35468498.32,36432795.01,26162915.99,24980802.5
Other Intangible Assets,35468498.32,36432795.01,26162915.99,24980802.5
Net PPE,532428978.07,492165101.22,381261637.14,325281063.67
Accumulated Depreciation,-136439398.17,-101699167.15,-73395582.91,-47978775.12
Gross PPE,668868376.24,593864268.37,454657220.05,373259838.79
Construction In Progress,3519785.07,254559270.79,127718393.14,59565022.71
Other Properties,107504151.83,106286566.96,94256684.43,84668354.15
Machinery Furniture Equipment,20847459.49,20847459.49,20511171.35,18189704.98
Properties,536996979.85,212170971.13,212170971.13,210836756.95
Current Assets,996727390.0,1329880009.09,1670532857.3,1273430927.74
Other Current Assets,35423202.08,27172112.36,5733932.05,2955802.34
Prepaid Assets,66598884.73,5182515.39,23526460.7,15241999.76
Inventory,122075302.41,123641608.97,202141520.79,111975911.29
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,65419730.11,67593191.46,126943402.32,56421942.46
Work In Process,24295582.18,24107460.59,33387887.77,27611527.01
Raw Materials,32359990.12,31940956.92,41810230.7,27942441.82
Other Receivables,14075527.56,39812805.76,131825317.48,101457781.93
Accounts Receivable,377429789.09,618218902.89,616565096.3,690292871.07
Allowance For Doubtful Accounts Receivable,-108298901.0,-91446695.94,-66723640.31,-46084372.15
Gross Accounts Receivable,485728690.09,709665598.83,683288736.61,736377243.22
Cash Cash Equivalents And Short Term Investments,381124684.13,515852063.72,690740529.98,351506561.35
Other Short Term Investments,4000000.0,31775000.0,,3500000.0
Cash And Cash Equivalents,377124684.13,484077063.72,690740529.98,348006561.35
Cash Equivalents,4372747.29,27799.16,,0.0
Cash Financial,372751936.84,484049264.56,690740529.98,348006561.35
