,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-9961544.765,-14606279.995,100581.6536,-170773.929699
Tax Rate For Calcs,0.25,0.25,0.075643,0.077101
Normalized EBITDA,185599164.86,208367648.55,209977517.26,218002493.85
Total Unusual Items,-39846179.06,-58425119.98,1329685.4,-2214931.1
Total Unusual Items Excluding Goodwill,-39846179.06,-58425119.98,1329685.4,-2214931.1
Net Income From Continuing Operation Net Minority Interest,93183893.69,117608028.01,137578980.01,153990703.84
Reconciled Depreciation,105462498.19,88539613.14,73291989.83,53281448.2
Reconciled Cost Of Revenue,332377976.42,247195662.68,263003234.89,228305065.14
EBITDA,145752985.8,149942528.57,211307202.66,215787562.75
EBIT,40290487.61,61402915.43,138015212.83,162506114.55
Net Interest Income,-101137.55,5361647.67,1432443.8,7556448.39
Interest Expense,8799424.4,2146618.93,1388071.08,0.0
Interest Income,9069040.99,8316812.19,3372870.3,7889036.78
Normalized Income,123068527.985,161426867.995,136349876.2636,156034861.010301
Net Income From Continuing And Discontinued Operation,93183893.69,117608028.01,137578980.01,153990703.84
Total Expenses,498902667.97,416144871.49,415608279.56,371299481.79
Rent Expense Supplemental,231906.04,312958.19,615979.33,
Total Operating Income As Reported,38128388.52,59268909.74,137195050.16,162304997.17
Diluted Average Shares,485838862.0,485983587.0,485973084.0,487466616.0
Basic Average Shares,485838862.0,485983587.0,485973084.0,487466616.0
Diluted EPS,0.1918,0.242,0.2831,0.3159
Basic EPS,0.1918,0.242,0.2831,0.3159
Net Income Common Stockholders,93183893.69,117608028.01,137578980.01,153990703.84
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,93183893.69,117608028.01,137578980.01,153990703.84
Minority Interests,60785600.19,25526203.77,11286751.95,4014011.89
Net Income Including Noncontrolling Interests,32398293.5,92081824.24,126292228.06,149976691.95
Net Income Continuous Operations,32398293.5,92081824.24,126292228.06,149976691.95
Tax Provision,-907230.29,-32825527.74,10334913.69,12529422.6
Pretax Income,31491063.21,59256296.5,136627141.75,162506114.55
Other Non Operating Income Expenses,-6637325.31,-12613.24,-567908.41,201117.38
Special Income Charges,-65751485.29,-68649838.41,-3762372.62,-13746207.52
Other Special Charges,-37511.79,6915032.22,-925781.62,-262880.62
Write Off,1817608.59,-992277.06,2279182.82,3570956.47
Impairment Of Capital Assets,63971388.49,62727083.25,2408971.42,10438131.67
Net Non Operating Interest Income Expense,-101137.55,5361647.67,1432443.8,7556448.39
Total Other Finance Cost,370754.14,808545.59,552355.42,332588.39
Interest Expense Non Operating,8799424.4,2146618.93,1388071.08,0.0
Interest Income Non Operating,9069040.99,8316812.19,3372870.3,7889036.78
Operating Income,67995518.1,108844782.72,126684362.5,142495610.63
Operating Expense,166524691.55,168949208.81,152605044.67,142994416.65
Other Operating Expenses,12020589.28,8298014.81,10775494.92,7810618.05
Depreciation And Amortization In Income Statement,8967188.02,8284142.8,10101324.52,7433354.75
Depreciation Income Statement,8967188.02,8284142.8,10101324.52,7433354.75
Research And Development,57432807.49,62479221.27,62960270.92,64199350.9
Selling General And Administration,27506688.64,27648184.95,24200649.47,24777302.32
Selling And Marketing Expense,9679897.97,8467899.22,7547362.53,7913392.23
General And Administrative Expense,17826790.67,19180285.73,16653286.94,16863910.09
Rent And Landing Fees,231906.04,312958.19,615979.33,
Gross Profit,234520209.65,277793991.53,279289407.17,285490027.28
Cost Of Revenue,332377976.42,247195662.68,263003234.89,228305065.14
Total Revenue,566898186.07,524989654.21,542292642.06,513795092.42
Operating Revenue,566898186.07,524989654.21,542292642.06,513795092.42
