,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,372275285.53,-41249811.81,73298188.35,-279765841.46
Repayment Of Debt,-25000000.0,-57400000.0,-116000000.0,-160776140.01
Issuance Of Debt,25000000.0,25000000.0,62056836.13,285086494.25
Capital Expenditure,-25084542.26,-36406573.89,-62208151.81,-74182140.26
End Cash Position,490879158.35,135433483.84,252683542.2,236526075.8
Beginning Cash Position,135433483.84,252683542.2,236526075.8,465850282.06
Changes In Cash,355445674.51,-117250058.36,16157466.4,-229324206.26
Financing Cash Flow,-26845515.53,-83447720.91,-79418258.85,47260124.93
Net Other Financing Charges,-10698534.55,-29199455.6,-23517460.95,-38426565.95
Cash Dividends Paid,-16146980.98,-21848265.31,-1957634.03,-38623663.36
Net Issuance Payments Of Debt,0.0,-32400000.0,-53943163.87,124310354.24
Net Long Term Debt Issuance,0.0,-32400000.0,-53943163.87,124310354.24
Long Term Debt Payments,-25000000.0,-57400000.0,-116000000.0,-160776140.01
Long Term Debt Issuance,25000000.0,25000000.0,62056836.13,285086494.25
Investing Cash Flow,-15068637.75,-28959099.53,-39930614.91,-71000629.99
Net Other Investing Changes,,,,-4518000.0
Net Investment Purchase And Sale,9223279.64,6930494.36,21791704.15,7500000.0
Sale Of Investment,9223279.64,6930494.36,21791704.15,7500000.0
Purchase Of Investment,,,,
Net PPE Purchase And Sale,-24291917.39,-35889593.89,-61722319.06,-73982629.99
Sale Of PPE,792624.87,516980.0,485832.75,199510.27
Purchase Of PPE,-25084542.26,-36406573.89,-62208151.81,-74182140.26
Operating Cash Flow,397359827.79,-4843237.92,135506340.16,-205583701.2
Change In Working Capital,275448238.01,-118696002.19,-74883872.59,-458754381.13
Change In Other Current Assets,1583559.51,-8666724.92,15385640.43,-1910577.42
Change In Payable,-50950528.86,-165694274.32,66013621.73,76641129.45
Change In Inventory,60963378.29,159942558.86,-55637054.4,-106554504.58
Change In Receivables,263851829.07,-104277561.81,-100646080.35,-426930428.58
Other Non Cash Items,8460790.28,10008875.41,10232514.89,11030759.47
Depreciation And Amortization,47605585.19,44836013.38,44519593.72,33557175.03
Amortization Cash Flow,2717376.85,1708349.83,4459147.03,4636895.58
Depreciation,44888208.34,43127663.55,40060446.69,28920279.45
Gain Loss On Investment Securities,-379016.15,2338375.28,2321856.97,1818002.44
Gain Loss On Sale Of PPE,-78220.21,-347231.82,-185431.73,55246.02
Net Income From Continuing Operations,29654902.78,17798024.34,133517137.26,189105612.21
Cash Flowsfromusedin Operating Activities Direct,397359827.79,-4843237.92,135506340.16,-205583701.2
Taxes Refund Paid Direct,-72634911.65,-50332738.17,-45773223.96,-63933856.78
Classesof Cash Payments,-664431924.75,-777737144.66,-856291825.28,-950291093.21
Other Cash Paymentsfrom Operating Activities,-59267970.68,-60104151.41,-58331843.27,-55080091.44
Paymentson Behalfof Employees,-190255963.57,-201077014.6,-244694434.18,-223796776.26
Paymentsto Suppliersfor Goodsand Services,-414907990.5,-516555978.65,-553265547.83,-671414225.51
Classesof Cash Receiptsfrom Operating Activities,1134426664.19,823226644.91,1037571389.4,808641248.79
Other Cash Receiptsfrom Operating Activities,8354033.62,8774378.25,11656326.42,14449804.03
Receiptsfrom Customers,1126072630.57,814452266.66,1025915062.98,794191444.76
