,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,419536980.0,419536980.0,419536980.0,419536980.0
Share Issued,419536980.0,419536980.0,419536980.0,419536980.0
Total Debt,382783616.09,805775862.31,829676193.41,594943313.25
Tangible Book Value,-1410168100.15,-309402007.84,-198866112.65,523391969.24
Invested Capital,-858113117.03,447740826.09,569701378.48,1050663543.13
Working Capital,-1592110121.79,-1305124083.1,-1288470893.01,-503163602.42
Net Tangible Assets,-1410168100.15,-309402007.84,-198866112.65,523391969.24
Capital Lease Obligations,91800650.31,306502652.24,334540588.16,404760598.9
Common Stock Equity,-1106831502.8,64474317.82,208686773.12,994987934.77
Total Capitalization,-1106355312.4,64474317.82,208686773.12,994987934.77
Total Equity Gross Minority Interest,-974548756.26,208352435.23,291830714.11,1129365501.64
Minority Interest,132282746.54,143878117.41,83143940.99,134377566.87
Stockholders Equity,-1106831502.8,64474317.82,208686773.12,994987934.77
Retained Earnings,-2140910187.89,-969565030.09,-761274626.33,-9633979.28
Additional Paid In Capital,478586194.81,407430774.88,407430774.88,424405047.07
Capital Stock,419536980.0,419536980.0,419536980.0,419536980.0
Common Stock,419536980.0,419536980.0,419536980.0,419536980.0
Total Liabilities Net Minority Interest,2657873530.12,2722394859.29,2942004289.4,2599330301.27
Total Non Current Liabilities Net Minority Interest,176441341.07,315941691.37,351021744.58,417325265.88
Other Non Current Liabilities,81682119.36,6766979.52,7609904.38,2925771.98
Non Current Deferred Revenue,7081.0,43581.0,100000.0,
Non Current Deferred Taxes Liabilities,2475300.0,2628478.61,8771252.04,9638895.0
Long Term Debt And Capital Lease Obligation,92276840.71,306502652.24,334540588.16,404760598.9
Long Term Capital Lease Obligation,91800650.31,306502652.24,334540588.16,404760598.9
Long Term Debt,476190.4,0.0,,
Current Liabilities,2481432189.05,2406453167.92,2590982544.82,2182005035.39
Other Current Liabilities,6594974.9,9050788.66,7001711.22,4307018.45
Current Debt And Capital Lease Obligation,290506775.38,499273210.07,495135605.25,190182714.35
Current Debt,248242195.37,383266508.27,361014605.36,55675608.36
Payables,1472067461.07,1089401018.55,1143360038.51,1384268846.49
Other Payable,704820490.55,369316352.72,386416163.82,308643043.56
Dividends Payable,30021484.5,35821484.5,26495864.04,26495864.04
Total Tax Payable,41652147.55,38670414.84,35476139.4,57046637.55
Accounts Payable,695573338.47,645592766.49,694971871.25,992083301.34
Total Assets,1683324773.86,2930747294.52,3233835003.51,3728695802.91
Total Non Current Assets,794002706.6,1829418209.7,1931323351.7,2049854369.94
Other Non Current Assets,10168293.43,16299561.72,25601377.37,96128153.44
Non Current Deferred Assets,11797831.39,130713115.47,173422197.74,117224017.03
Non Current Deferred Taxes Assets,38678102.35,233784193.95,176494211.31,49359601.41
Investmentin Financial Assets,11196379.95,5296379.95,84983468.34,109471339.95
Available For Sale Securities,11196379.95,5296379.95,84983468.34,109471339.95
Long Term Equity Investment,0.0,0.0,0.0,0.0
Investment Properties,130294152.48,172261425.23,155454787.31,58324268.39
Goodwill And Other Intangible Assets,303336597.35,373876325.66,407552885.77,471595965.53
Other Intangible Assets,87042388.53,106713941.63,133190501.74,117026335.12
Goodwill,216294208.82,267162384.03,274362384.03,354569630.41
Net PPE,288531349.65,832440863.28,907814423.86,1147751024.19
Accumulated Depreciation,-190863588.76,-263095955.3,-244613043.91,-218855113.2
Gross PPE,479394938.41,1095536818.58,1152427467.77,1366606137.39
Construction In Progress,0.0,0.0,0.0,74821265.81
Other Properties,139383027.72,462664834.73,510601847.23,625521512.34
Machinery Furniture Equipment,164162179.58,180841068.68,180862525.39,161177477.87
Properties,175849731.11,452030915.17,460963095.15,505085881.37
Current Assets,889322067.26,1101329084.82,1302511651.81,1678841432.97
Other Current Assets,85906257.66,783168.64,2673870.59,5256350.65
Assets Held For Sale Current,147844036.7,,,
Prepaid Assets,58394032.11,103383916.37,108815892.02,131868758.4
Inventory,30628991.11,129405995.87,158814822.58,151695172.51
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,384192.88
Finished Goods,12713954.29,44291803.81,51850601.32,52778779.8
Work In Process,1627281.37,5397430.73,6792139.18,7977135.79
Raw Materials,16287755.45,79716761.33,100172082.08,90555064.04
Other Receivables,64572811.96,94333136.34,77907547.89,112735243.28
Accounts Receivable,212233010.66,273434201.37,339388511.06,378770621.97
Allowance For Doubtful Accounts Receivable,-192913171.15,-200073398.49,-172519973.94,-121506485.92
Gross Accounts Receivable,405146181.81,473507599.86,511908485.0,500436579.86
Cash Cash Equivalents And Short Term Investments,289742927.06,499988666.23,614911007.67,898515286.16
Other Short Term Investments,,,102831506.84,
Cash And Cash Equivalents,289742927.06,499988666.23,512079500.83,898515286.16
Cash Equivalents,31404045.96,22009208.44,15228680.34,18603324.48
Cash Financial,258338881.1,477979457.79,496850820.49,873026301.42
