,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-54299009.19,-85207498.88,-147622894.68,-67351780.63
Repayment Of Debt,-30000000.0,-23000000.0,-12000000.0,-33000000.0
Issuance Of Debt,49000000.0,30000000.0,23000000.0,3000000.0
Capital Expenditure,-46954729.54,-96238484.66,-123177366.08,-110722112.33
End Cash Position,117503433.44,249019635.01,658305088.17,225710845.59
Beginning Cash Position,249019635.01,658305088.17,225710845.59,346141287.43
Changes In Cash,-131516201.57,-409285453.16,432594242.58,-120430441.84
Financing Cash Flow,5748527.93,-4975609.67,-2972296.59,-111414606.98
Net Other Financing Charges,-10660139.29,-10513609.65,-13177318.51,-79059826.13
Cash Dividends Paid,-2591332.78,-1462000.02,-794978.08,-2354780.85
Net Issuance Payments Of Debt,19000000.0,7000000.0,11000000.0,-30000000.0
Net Long Term Debt Issuance,19000000.0,7000000.0,11000000.0,-30000000.0
Long Term Debt Payments,-30000000.0,-23000000.0,-12000000.0,-33000000.0
Long Term Debt Issuance,49000000.0,30000000.0,23000000.0,3000000.0
Investing Cash Flow,-129920449.85,-415340829.27,460012067.77,-52386166.56
Net Other Investing Changes,,551853.36,,7057357.9
Net Investment Purchase And Sale,-86923619.24,-319997826.34,582731218.62,15510438.37
Sale Of Investment,424188700.59,,612731218.62,710510438.37
Purchase Of Investment,-511112319.83,-319997826.34,-30000000.0,-695000000.0
Net Business Purchase And Sale,3881959.35,,167024.98,35621272.31
Sale Of Business,3881959.35,,767024.98,37296609.6
Purchase Of Business,,,-600000.0,-1675337.29
Net PPE Purchase And Sale,-46878789.96,-95894856.29,-122886175.83,-110575235.14
Sale Of PPE,75939.58,343628.37,291190.25,146877.19
Purchase Of PPE,-46954729.54,-96238484.66,-123177366.08,-110722112.33
Operating Cash Flow,-7344279.65,11030985.78,-24445528.6,43370331.7
Change In Working Capital,-38050168.04,-43012667.03,9537677.52,18915417.06
Change In Other Current Assets,-8250311.28,-3156741.73,-1685470.21,-3914424.3
Change In Payable,-1539974.19,2387342.8,-18063768.26,19146903.68
Change In Inventory,-470765.9,6823691.93,-6704198.91,-8008859.81
Change In Receivables,-27789116.67,-49066960.03,35991114.9,11691797.49
Other Non Cash Items,10725812.72,10004799.23,12837084.57,9478530.5
Depreciation And Amortization,101935750.56,106657924.86,110264868.44,115764426.21
Amortization Cash Flow,7570149.18,7374687.46,5338346.18,5272276.31
Depreciation,94365601.38,99283237.4,104926522.26,110492149.9
Gain Loss On Investment Securities,-1980558.98,1838105.66,-2656252.94,-15836228.01
Gain Loss On Sale Of PPE,4814639.4,4197644.31,11817866.15,1183573.85
Net Income From Continuing Operations,-93988272.5,-34288293.7,-73596215.68,-103356055.99
Cash Flowsfromusedin Operating Activities Direct,-7344279.65,11030985.78,-24445528.6,43370331.7
Taxes Refund Paid Direct,-13078398.06,-12190758.77,-7772624.76,-16348910.49
Classesof Cash Payments,-797421373.62,-753646996.0,-732736819.87,-698555005.12
Other Cash Paymentsfrom Operating Activities,-67689254.4,-89737056.82,-127795797.55,-77915150.18
Paymentson Behalfof Employees,-344639582.17,-336276678.65,-335607369.54,-353818400.6
Paymentsto Suppliersfor Goodsand Services,-385092537.05,-327633260.53,-269333652.78,-266821454.34
Classesof Cash Receiptsfrom Operating Activities,803155492.03,776868740.55,716063916.03,758274247.31
Other Cash Receiptsfrom Operating Activities,10221024.02,23096341.5,27987519.22,31868379.04
Receiptsfrom Customers,792934468.01,753772399.05,688076396.81,726405868.27
