,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,635485834.81,842214293.19,857510098.29,684401759.39
Repayment Of Debt,-1513021947.34,-2981363338.96,-4669755832.72,-4118817663.44
Issuance Of Debt,1508049093.17,2112644814.02,4273601316.93,3768211106.26
Capital Expenditure,-322429741.68,-340536036.63,-332024324.8,-617331437.43
End Cash Position,2592924716.04,2784341839.38,1626774019.38,1532724448.62
Beginning Cash Position,2784341839.38,1626774019.38,1532724448.62,1270233709.95
Effect Of Exchange Rate Changes,64919.73,5863619.45,4217076.21,35591924.05
Changes In Cash,-191482043.07,1151704200.55,89832494.55,226898814.62
Financing Cash Flow,-929675675.32,-572520644.01,248868955.63,-255264260.6
Net Other Financing Charges,-493436606.9,722317983.3,1206134231.44,559397168.57
Cash Dividends Paid,-359717180.23,-356454684.55,-496324667.17,-411278300.36
Net Issuance Payments Of Debt,-4972854.17,-868718524.94,-396154515.79,-350606557.18
Net Long Term Debt Issuance,-4972854.17,-868718524.94,-396154515.79,-350606557.18
Long Term Debt Payments,-1513021947.34,-2981363338.96,-4669755832.72,-4118817663.44
Long Term Debt Issuance,1508049093.17,2112644814.02,4273601316.93,3768211106.26
Investing Cash Flow,-219721944.24,541474514.74,-1348570884.17,-819570121.6
Net Other Investing Changes,11317188.05,646845335.11,-326099242.25,-283599039.24
Net Investment Purchase And Sale,100577906.85,345583116.15,-697721436.38,80681899.88
Sale Of Investment,163254074.7,373471033.36,799589522.71,278821388.83
Purchase Of Investment,-62676167.85,-27887917.21,-1497310959.09,-198139488.95
Net Business Purchase And Sale,-10903354.69,-144941221.62,0.0,-4423842.04
Sale Of Business,0.0,1707143.24,0.0,
Purchase Of Business,-10903354.69,-146648364.86,0.0,-4423842.04
Net PPE Purchase And Sale,-320713684.45,-306012714.9,-324750205.54,-612229140.2
Sale Of PPE,1716057.23,34523321.73,7274119.26,5102297.23
Purchase Of PPE,-322429741.68,-340536036.63,-332024324.8,-617331437.43
Operating Cash Flow,957915576.49,1182750329.82,1189534423.09,1301733196.82
Change In Working Capital,-86555627.39,80444762.2,17812639.43,76918350.22
Change In Other Current Assets,4064122.47,-22312145.05,-8187209.46,1409651.55
Change In Payable,-65617135.25,93423931.74,179357901.33,-314617001.94
Change In Inventory,-6691305.36,27824437.34,-47319629.62,19235771.44
Change In Receivables,-18311309.25,-18491461.83,-106038422.82,370889929.17
Other Non Cash Items,269432919.03,326899507.31,385611201.86,365088822.97
Depreciation And Amortization,484864317.51,494988744.03,480957929.21,478623173.29
Amortization Cash Flow,53180368.33,48117342.04,48610730.43,48550964.89
Depreciation,431683949.18,446871401.99,432347198.78,430072208.4
Gain Loss On Investment Securities,-176372011.7,-239347074.21,-238135651.33,-211030069.7
Gain Loss On Sale Of PPE,10839172.11,30518940.33,-2759034.53,21566260.2
Net Income From Continuing Operations,402567199.13,477929120.78,465414069.42,466035655.53
Cash Flowsfromusedin Operating Activities Direct,957915576.49,1182750329.82,1189534423.09,1301733196.82
Taxes Refund Paid Direct,-292543910.28,-270747276.86,-189171013.91,-147432270.76
Classesof Cash Payments,-3424841586.76,-4330718283.68,-4297053036.2,-4291911788.47
Other Cash Paymentsfrom Operating Activities,-297605049.37,-419975216.96,-383766776.43,-342225081.36
Paymentson Behalfof Employees,-754924298.75,-839389105.48,-812173933.57,-830539156.94
Paymentsto Suppliersfor Goodsand Services,-2372312238.64,-3071353961.24,-3101112326.2,-3119147550.17
Classesof Cash Receiptsfrom Operating Activities,4675301073.53,5784215890.36,5675758473.2,5741077256.05
Other Cash Receiptsfrom Operating Activities,97110097.9,253507178.5,187518078.49,408409329.9
Receiptsfrom Customers,4578190975.63,5530708711.86,5488240394.71,5332667926.15
