,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-1258073.127196,-6729448.197077,278060.441313,-3804494.82875
Tax Rate For Calcs,0.152849,0.146019,0.15751,0.1099
Normalized EBITDA,2135660535.38,1417506508.16,895623955.94,861865925.31
Total Unusual Items,-8230828.0,-46086134.93,1765345.63,-34617664.19
Total Unusual Items Excluding Goodwill,-8230828.0,-46086134.93,1765345.63,-34617664.19
Net Income From Continuing Operation Net Minority Interest,1487994929.97,846543591.1,489103372.6,439835000.94
Reconciled Depreciation,344358218.68,364197122.67,305810546.62,321575418.01
Reconciled Cost Of Revenue,47096777246.54,25650408937.89,21644494213.25,19437780597.63
EBITDA,2127429707.38,1371420373.23,897389301.57,827248261.12
EBIT,1783071488.7,1007223250.56,591578754.95,505672843.11
Net Interest Income,-786880.47,-4736177.53,-7880340.73,-21644180.93
Interest Expense,549626.92,2479063.43,4632644.71,16606860.92
Interest Income,7455659.4,6875451.21,4050514.75,1623893.65
Normalized Income,1494967684.842804,885900277.832923,487616087.411313,470648170.30125
Net Income From Continuing And Discontinued Operation,1487994929.97,846543591.1,489103372.6,439835000.94
Total Expenses,48337048626.35,26741668848.36,22688263405.23,20508035314.75
Total Operating Income As Reported,1823438329.14,1041103217.9,596799144.95,496556227.22
Diluted Average Shares,,1567673317.0,1550815572.0,1545366220.0
Basic Average Shares,,1567673317.0,1550815572.0,1545366220.0
Diluted EPS,,0.54,0.315385,0.284615
Basic EPS,,0.54,0.315385,0.284615
Net Income Common Stockholders,1487994929.97,846543591.1,489103372.6,439835000.94
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1487994929.97,846543591.1,489103372.6,439835000.94
Minority Interests,-22070399.74,-11488923.01,-5392572.83,4517561.4
Net Income Including Noncontrolling Interests,1510065329.71,858032514.11,494495945.43,435317439.54
Net Income Continuous Operations,1510065329.71,858032514.11,494495945.43,435317439.54
Tax Provision,272456532.07,146711673.02,92450164.81,53748542.65
Pretax Income,1782521861.78,1004744187.13,586946110.24,489065982.19
Other Non Operating Income Expenses,-40916467.36,-36359030.77,-8986428.71,929564.97
Special Income Charges,-8595784.99,-45902714.88,-4848786.64,-30262750.91
Other Special Charges,4243132.47,-24262.94,-1234101.81,-5930400.06
Write Off,-2866262.43,4379502.95,-2069791.26,6289113.48
Impairment Of Capital Assets,7218914.95,41547474.87,8152679.71,29904037.49
Net Non Operating Interest Income Expense,-786880.47,-4736177.53,-7880340.73,-21644180.93
Total Other Finance Cost,7692912.95,9132565.31,7298210.77,6661213.66
Interest Expense Non Operating,549626.92,2479063.43,4632644.71,16606860.92
Interest Income Non Operating,7455659.4,6875451.21,4050514.75,1623893.65
Operating Income,1844216698.79,1096866383.65,614611565.59,532796544.33
Operating Expense,1240271379.81,1091259910.47,1043769191.98,1070254717.12
Other Operating Expenses,203294485.89,165483189.62,121903553.82,135462922.1
Depreciation And Amortization In Income Statement,57682255.76,57037006.68,44784857.8,57831549.13
Amortization,4475224.67,4353362.58,3783539.02,13705522.54
Depreciation Income Statement,53207031.09,52683644.1,41001318.78,44126026.59
Research And Development,345176046.94,324035293.77,345609457.68,301667186.4
Selling General And Administration,239041790.39,177983830.28,172935350.02,167550936.18
Selling And Marketing Expense,11596641.01,852226.02,11731111.27,12283308.62
General And Administrative Expense,227445149.38,177131604.26,161204238.75,155267627.56
Gross Profit,3084488078.6,2188126294.12,1658380757.57,1603051261.45
Cost Of Revenue,47096777246.54,25650408937.89,21644494213.25,19437780597.63
Total Revenue,50181265325.14,27838535232.01,23302874970.82,21040831859.08
Operating Revenue,50181265325.14,27838535232.01,23302874970.82,21040831859.08
