,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-819685.957437,-4809530.002481,-1832500.176534,-9619854.690506
Tax Rate For Calcs,0.161289,0.172339,0.208764,0.24371
Normalized EBITDA,210204386.04,219332205.07,157379743.09,148269823.18
Total Unusual Items,-5082097.31,-27907419.08,-8777871.65,-39472535.0
Total Unusual Items Excluding Goodwill,-5082097.31,-27907419.08,-8777871.65,-39472535.0
Net Income From Continuing Operation Net Minority Interest,101949448.12,94052453.42,64374051.97,31508672.95
Reconciled Depreciation,32994425.53,25685191.5,23293501.76,24331933.26
Reconciled Cost Of Revenue,1768995849.77,1911112845.94,1629821373.53,1404345391.77
EBITDA,205122288.73,191424785.99,148601871.44,108797288.18
EBIT,172127863.2,165739594.49,125308369.68,84465354.92
Net Interest Income,-4717737.94,-6560447.29,-12492488.4,-17572116.63
Interest Expense,3426188.63,5284690.67,12057552.91,16294163.06
Interest Income,586919.44,1097073.99,1717881.86,1041148.39
Normalized Income,106211859.472563,117150342.497519,71319423.443466,61361353.259494
Net Income From Continuing And Discontinued Operation,101949448.12,94052453.42,64374051.97,31508672.95
Total Expenses,2065790388.31,2229026803.9,1918424003.68,1677181996.44
Rent Expense Supplemental,1536790.61,4522864.13,4157949.04,3975666.56
Total Operating Income As Reported,164475313.26,157687663.89,129267324.87,38481083.33
Diluted Average Shares,690714418.0,691054030.0,690708712.0,690979670.0
Basic Average Shares,690714418.0,691054030.0,690708712.0,690979670.0
Diluted EPS,0.1476,0.1361,0.0932,0.0456
Basic EPS,0.1476,0.1361,0.0932,0.0456
Net Income Common Stockholders,101949448.12,94052453.42,64374051.97,31508672.95
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,101949448.12,94052453.42,64374051.97,31508672.95
Minority Interests,-39542516.52,-38749851.22,-25234115.42,-20048512.24
Net Income Including Noncontrolling Interests,141491964.64,132802304.64,89608167.39,51557185.19
Net Income Continuous Operations,141491964.64,132802304.64,89608167.39,51557185.19
Tax Provision,27209709.93,27652599.18,23642649.38,16614006.67
Pretax Income,168701674.57,160454903.82,113250816.77,68171191.86
Other Non Operating Income Expenses,4226361.31,2767239.93,-16016508.1,29690108.53
Special Income Charges,-5082097.31,-27907419.08,-8777871.65,-39472535.0
Other Special Charges,23409.69,-72179.83,-11384.07,-14759.53
Write Off,4572874.61,20352874.17,1922983.58,29429448.55
Impairment Of Capital Assets,485813.01,7626724.74,6866272.14,10057845.98
Net Non Operating Interest Income Expense,-4717737.94,-6560447.29,-12492488.4,-17572116.63
Total Other Finance Cost,1878468.75,2372830.61,2152817.35,2319101.96
Interest Expense Non Operating,3426188.63,5284690.67,12057552.91,16294163.06
Interest Income Non Operating,586919.44,1097073.99,1717881.86,1041148.39
Operating Income,173250658.96,190541980.42,148498962.58,96586073.49
Operating Expense,296794538.54,317913957.96,288602630.15,272836604.67
Other Operating Expenses,18848317.11,18111851.91,11540027.07,15640865.72
Depreciation And Amortization In Income Statement,15000954.64,17002739.78,17464538.43,19513121.01
Amortization,7355666.98,6465892.53,6444427.84,6779893.97
Depreciation Income Statement,7645287.66,10536847.25,11020110.59,12733227.04
Research And Development,94753827.12,94732560.59,80650229.67,66749784.1
Selling General And Administration,94336701.38,107961550.24,95968381.72,80575081.65
Selling And Marketing Expense,35682554.75,41180505.1,41408929.94,32191254.21
General And Administrative Expense,58654146.63,66781045.14,54559451.78,48383827.44
Rent And Landing Fees,1536790.61,4522864.13,4157949.04,3975666.56
Gross Profit,470045197.5,508455938.38,437101592.73,369422678.16
Cost Of Revenue,1768995849.77,1911112845.94,1629821373.53,1404345391.77
Total Revenue,2239041047.27,2419568784.32,2066922966.26,1773768069.93
Operating Revenue,2239041047.27,2419568784.32,2066922966.26,1773768069.93
