,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,1287210714.0,1287210714.0,1287210714.0,1119800000.0
Share Issued,1287210714.0,1287210714.0,1287210714.0,1119800000.0
Total Debt,787500.0,5735542.76,47510767.23,33100718.49
Tangible Book Value,624495401.32,627142035.51,621669999.02,229445990.12
Invested Capital,682814532.17,691106982.73,724048352.98,316072530.07
Working Capital,661827413.43,651773231.04,688424385.46,292844436.69
Net Tangible Assets,624495401.32,627142035.51,621669999.02,229445990.12
Capital Lease Obligations,,,873556.65,1788133.89
Common Stock Equity,682027032.17,686244996.62,678325719.64,285791619.7
Total Capitalization,682027032.17,686244996.62,678325719.64,285791619.7
Total Equity Gross Minority Interest,819158229.11,822981876.08,809528716.94,414836272.24
Minority Interest,137131196.94,136736879.46,131202997.3,129044652.54
Stockholders Equity,682027032.17,686244996.62,678325719.64,285791619.7
Retained Earnings,-1208905277.75,-1204520526.3,-1212347779.28,-1234095640.68
Additional Paid In Capital,508891377.83,508891377.83,508891377.83,305594545.29
Capital Stock,1287210714.0,1287210714.0,1287210714.0,1119800000.0
Common Stock,1287210714.0,1287210714.0,1287210714.0,1119800000.0
Total Liabilities Net Minority Interest,165024095.78,176136550.04,432517858.29,201412272.64
Total Non Current Liabilities Net Minority Interest,38479042.83,40011517.71,38147562.41,39399875.53
Other Non Current Liabilities,36505358.64,36505358.64,36678261.04,36505358.64
Non Current Deferred Revenue,1973684.19,3506159.07,595744.72,1106383.0
Long Term Debt And Capital Lease Obligation,,,873556.65,1788133.89
Long Term Capital Lease Obligation,,,873556.65,1788133.89
Current Liabilities,126545052.95,136125032.33,394370295.88,162012397.11
Other Current Liabilities,138786.6,137623.12,502068.49,467484.55
Current Debt And Capital Lease Obligation,787500.0,5735542.76,46637210.58,31312584.6
Current Debt,787500.0,4861986.11,45722633.34,30280910.37
Payables,124551177.25,129179928.56,343368951.92,126591022.95
Other Payable,10720151.3,9822451.23,242809309.67,10478933.25
Total Tax Payable,1806499.31,1890808.53,2911094.2,6125730.68
Accounts Payable,112024526.64,117466668.8,97648548.05,109986359.02
Total Assets,984182324.89,999118426.12,1242046575.23,616248544.88
Total Non Current Assets,195809858.51,211220162.75,159251893.89,161391711.08
Other Non Current Assets,1791146.49,466400.0,1895400.0,1306717.41
Non Current Deferred Assets,1283101.97,1896365.45,2488402.52,723785.51
Non Current Deferred Taxes Assets,3982287.5,2600218.05,1816277.96,335949.12
Investmentin Financial Assets,52542854.44,51184748.0,1063974.0,985282.0
Held To Maturity Securities,51720069.44,50528750.0,500000.0,500000.0
Available For Sale Securities,822785.0,655998.0,563974.0,485282.0
Goodwill And Other Intangible Assets,57531630.85,59102961.11,56655720.62,56345629.58
Other Intangible Assets,57531630.85,59102961.11,56655720.62,56345629.58
Net PPE,78678837.26,95969470.14,95332118.79,101694347.46
Accumulated Depreciation,-195192434.46,-188486757.61,-176416976.2,-163575679.82
Gross PPE,273871271.72,284456227.75,271749094.99,265270027.28
Construction In Progress,13937350.0,18804120.3,10016943.3,20528385.09
Other Properties,1431015.9,2446746.72,3256271.13,4068025.34
Machinery Furniture Equipment,167545013.84,172247468.75,167234847.58,149432583.87
Properties,90957891.98,90957891.98,91241032.98,91241032.98
Current Assets,788372466.38,787898263.37,1082794681.34,454856833.8
Other Current Assets,2410797.73,2711880.68,2517504.12,594225.31
Prepaid Assets,757213.2,1042598.88,17491686.47,2816789.21
Inventory,170582567.98,142833425.13,118022855.33,112271414.65
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,62429308.21,42820659.91,31865026.95,31919717.44
Work In Process,69227999.73,64645851.62,53942781.48,44928364.19
Raw Materials,38925260.04,35366913.6,32215046.9,35423333.02
Other Receivables,63342282.12,5961695.88,16118252.76,32628485.68
Accounts Receivable,46411616.74,67979049.18,49495842.82,73354853.98
Allowance For Doubtful Accounts Receivable,-23061943.9,-22495605.49,-22568251.18,-70998749.91
Gross Accounts Receivable,69473560.64,90474654.67,72064094.0,144353603.89
Cash Cash Equivalents And Short Term Investments,504867988.61,567369613.62,879148539.84,233191064.97
Other Short Term Investments,,,,
Cash And Cash Equivalents,504867988.61,567369613.62,879148539.84,233191064.97
Cash Equivalents,23208683.41,25490061.11,52843525.2,31594739.74
Cash Financial,481659305.2,541879552.51,826305014.64,201596325.23
