,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-54553313.847381,-20153100.766025,-44024172.61866,-74179981.081764
Tax Rate For Calcs,0.139482,0.164168,0.156921,0.152222
Normalized EBITDA,4212564628.21,2600950500.68,3485549931.86,4887743496.11
Total Unusual Items,-391114089.31,-122758868.87,-280549873.68,-487315465.98
Total Unusual Items Excluding Goodwill,-391114089.31,-122758868.87,-280549873.68,-487315465.98
Net Income From Continuing Operation Net Minority Interest,1277183442.45,593552116.99,1580629275.19,3007205835.14
Reconciled Depreciation,2142253202.99,1605546049.9,1091375247.18,601078438.73
Reconciled Cost Of Revenue,31454908506.93,20825021307.44,38195456355.0,37451442229.15
EBITDA,3821450538.9,2478191631.81,3205000058.18,4400428030.13
EBIT,1679197335.91,872645581.91,2113624811.0,3799349591.4
Net Interest Income,-199887793.64,-149811326.59,-196160124.7,-245609956.01
Interest Expense,206766190.55,166816814.65,238938720.51,253390595.28
Interest Income,14815729.19,22464742.39,47802364.2,11419854.16
Normalized Income,1613744217.912619,696157885.093975,1817154976.25134,3420341320.038236
Net Income From Continuing And Discontinued Operation,1277183442.45,593552116.99,1580629275.19,3007205835.14
Total Expenses,32501399990.6,21586269133.89,38950536087.47,38387462781.48
Rent Expense Supplemental,16018900.14,10696256.3,10669909.8,1202439.46
Total Operating Income As Reported,1482305348.61,715618712.71,1875903521.64,3593219269.57
Diluted Average Shares,764780504.0,760964253.0,725059301.0,568469912.0
Basic Average Shares,760228240.0,760964253.0,725059301.0,568469912.0
Diluted EPS,1.67,0.78,2.18,5.29
Basic EPS,1.68,0.78,2.18,5.29
Net Income Common Stockholders,1277183442.45,593552116.99,1580629275.19,3007205835.14
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1277183442.45,593552116.99,1580629275.19,3007205835.14
Minority Interests,10129706.36,3597977.78,120840.07,1018690.34
Net Income Including Noncontrolling Interests,1267053736.09,589954139.21,1580508435.12,3006187144.8
Net Income Continuous Operations,1267053736.09,589954139.21,1580508435.12,3006187144.8
Tax Provision,205377409.27,115874628.05,294177655.37,539771851.32
Pretax Income,1472431145.36,705828767.26,1874686090.49,3545958996.12
Other Non Operating Income Expenses,-9874203.25,-9789945.45,-1217431.15,-47260273.45
Special Income Charges,-231473504.04,-122758868.87,-280549873.68,-487315465.98
Write Off,127115829.79,61240357.15,-52219651.33,329406492.74
Impairment Of Capital Assets,104357674.25,61518511.72,332769525.01,157908973.24
Net Non Operating Interest Income Expense,-199887793.64,-149811326.59,-196160124.7,-245609956.01
Total Other Finance Cost,7937332.28,5459254.33,5023768.39,3639214.89
Interest Expense Non Operating,206766190.55,166816814.65,238938720.51,253390595.28
Interest Income Non Operating,14815729.19,22464742.39,47802364.2,11419854.16
Operating Income,2123368337.79,1012258069.9,2407134891.81,4402898468.52
Operating Expense,1046491483.67,761247826.45,755079732.47,936020552.33
Other Operating Expenses,165301623.99,98082735.89,144450447.19,171763657.3
Depreciation And Amortization In Income Statement,130628438.78,111884755.45,77576855.61,37787273.05
Amortization,,,,6021291.52
Depreciation Income Statement,130628438.78,111884755.45,77576855.61,31765981.53
Research And Development,380853757.48,291541685.42,358166949.06,455961807.8
Selling General And Administration,135707039.1,113734670.31,81778790.5,47910467.01
Selling And Marketing Expense,19416953.16,27220384.86,26166761.68,6185243.22
General And Administrative Expense,116290085.94,86514285.45,55612028.82,41725223.79
Rent And Landing Fees,16018900.14,10696256.3,10669909.8,1202439.46
Gross Profit,3169859821.46,1773505896.35,3162214624.28,5338919020.85
Cost Of Revenue,31454908506.93,20825021307.44,38195456355.0,37451442229.15
Total Revenue,34624768328.39,22598527203.79,41357670979.28,42790361250.0
Operating Revenue,34624768328.39,22598527203.79,41357670979.28,42790361250.0
