,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,760802721.0,757253070.0,757253070.0,567939870.0
Share Issued,760802721.0,757253070.0,757253070.0,567939870.0
Net Debt,7732695753.1,4719058572.06,1612107367.26,4692263918.52
Total Debt,11948942376.03,7533848080.25,4611859543.15,6322313037.59
Tangible Book Value,11547371744.69,10441470784.65,10206011331.67,4983165125.81
Invested Capital,22952336157.27,17816617121.93,14783431184.27,11451538771.76
Working Capital,439008815.86,767424111.57,1706804641.44,1333437055.93
Net Tangible Assets,11547371744.69,10441470784.65,10206011331.67,4983165125.81
Capital Lease Obligations,3116142.09,3019622.86,,
Common Stock Equity,12882803263.43,11606179921.71,11282422653.48,5713983162.6
Total Capitalization,18222150510.74,15362012938.42,13883201710.37,8985426470.68
Total Equity Gross Minority Interest,12943434415.04,11660542413.52,11315783123.07,5714464472.26
Minority Interest,60631151.61,54362491.81,33360469.59,481309.66
Stockholders Equity,12882803263.43,11606179921.71,11282422653.48,5713983162.6
Retained Earnings,6578577034.85,5423443208.49,5235662650.84,3985418884.04
Additional Paid In Capital,5127985071.59,5025533978.99,5025533978.99,926354649.44
Capital Stock,760802721.0,757253070.0,757253070.0,567939870.0
Common Stock,760802721.0,757253070.0,757253070.0,567939870.0
Total Liabilities Net Minority Interest,26148720319.73,18681527370.53,15478861790.09,20719967585.89
Total Non Current Liabilities Net Minority Interest,5730553079.13,3994386884.18,3009890837.76,3971903445.28
Other Non Current Liabilities,,,150088845.8,657455980.4
Non Current Deferred Revenue,379298641.18,232814263.1,255306118.87,38205341.91
Non Current Deferred Taxes Liabilities,8791048.55,2719981.51,3716816.2,4798814.89
Long Term Debt And Capital Lease Obligation,5342463389.4,3758852639.57,2600779056.89,3271443308.08
Long Term Capital Lease Obligation,3116142.09,3019622.86,,
Long Term Debt,5339347247.31,3755833016.71,2600779056.89,3271443308.08
Current Liabilities,20418167240.6,14687140486.35,12468970952.33,16748064140.61
Other Current Liabilities,1462251238.85,543377955.88,290957924.53,453961891.1
Current Debt And Capital Lease Obligation,6606478986.63,3774995440.68,2011080486.26,3050869729.51
Current Debt,4730185646.53,2454604183.51,900229473.9,2466112301.08
Payables,12198069232.37,10340328499.54,9713546871.59,12145590432.17
Other Payable,412359739.01,308958157.59,304231428.9,372197003.66
Total Tax Payable,207760404.51,61579698.04,52296540.91,381109889.45
Accounts Payable,11577949088.85,9969790643.91,9357018901.78,11392283539.06
Total Assets,39092154734.77,30342069784.05,26794644913.16,26434432058.15
Total Non Current Assets,18234978678.31,14887505186.13,12618869319.39,8352930861.61
Other Non Current Assets,203295889.24,25392364.98,5425349.52,
Non Current Deferred Assets,2903512.0,3677781.88,,
Non Current Deferred Taxes Assets,257655877.95,129995175.69,103331123.58,107622724.41
Long Term Equity Investment,31785643.46,29758926.37,41432834.48,37204859.9
Goodwill And Other Intangible Assets,1335431518.74,1164709137.06,1076411321.81,730818036.79
Other Intangible Assets,1155196150.05,984473768.37,896175953.12,550582668.1
Goodwill,180235368.69,180235368.69,180235368.69,180235368.69
Net PPE,16403906236.92,13533971800.15,11392268690.0,7477285240.51
Accumulated Depreciation,-5673648217.43,-3494910335.09,-1911847227.52,-859863175.98
Gross PPE,22077554454.35,17028882135.24,13304115917.52,8337148416.49
Construction In Progress,1457247174.15,1224803245.16,659232430.6,1034582867.97
Other Properties,374562425.18,306185872.26,219518267.67,141374674.78
Machinery Furniture Equipment,13784623433.17,10584676135.21,8595800319.98,5022036047.49
Properties,6461121421.85,4913216882.61,3829564899.27,2139154826.25
Current Assets,20857176056.46,15454564597.92,14175775593.77,18081501196.54
Other Current Assets,1319093020.56,1349050979.13,1409014535.16,988790202.44
Hedging Assets Current,,,160800.0,
Prepaid Assets,724740369.07,304860083.39,85652344.64,419017828.84
Inventory,3628716949.57,2798355462.8,1324852597.06,4971413489.99
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,
Finished Goods,994174048.48,1143865154.68,652690218.13,2235189585.92
Work In Process,1427471740.54,895311427.51,271003801.18,589010396.77
Raw Materials,1207071160.55,759178880.61,401158577.75,2147213507.3
Other Receivables,6210252949.8,4151711310.07,4889087691.33,4264075402.76
Accounts Receivable,6637535626.72,5359208134.37,4578106462.05,6392912581.87
Allowance For Doubtful Accounts Receivable,,-305944042.31,-250586341.61,-342609371.52
Gross Accounts Receivable,,5665152176.68,4828692803.66,6735521953.39
Cash Cash Equivalents And Short Term Investments,2336837140.74,1491378628.16,1888901163.53,1045291690.64
Cash And Cash Equivalents,2336837140.74,1491378628.16,1888901163.53,1045291690.64
Cash Equivalents,1540317980.64,1063849279.98,1227964820.48,610047279.42
Cash Financial,796519160.1,427529348.18,660936343.05,435244411.22
